"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14272156","SRR14272154","SRR28323368","NDSU24","SRR19513358","SRR10037239","SRR28323382","SRR7041622","SRR27779120","SRR16506855","NDSU8","SRR5666360","SRR25926991","SRR4292607","SRR5905016"
"group_2276","","hypothetical protein",558,558,1,1,2761,1,421,"",701,701,701,"HKKILDPC_00210","HAANCNKA_01409","FCMCIBEK_00954","DFEIMHLH_01052","NAFJMCME_02913","OOMIMPCI_01204","KOLBENFC_00950","KJAFDFOC_04110","BONMFOJB_01202","MMJAGEHG_00210","CDDPGOFG_02467","KHAGAGIB_01109","MAFDEBPG_00561","MKNEJKNF_02107",""
"group_2277","","putative protein",558,558,1,1,2760,1,420,"",140,140,140,"HKKILDPC_00209","HAANCNKA_01410","FCMCIBEK_00953","DFEIMHLH_01051","NAFJMCME_02914","OOMIMPCI_01205","KOLBENFC_00949","KJAFDFOC_04109","BONMFOJB_01203","MMJAGEHG_00209","CDDPGOFG_02466","KHAGAGIB_01110","MAFDEBPG_00560","MKNEJKNF_02106",""
"group_2278","","putative protein",558,558,1,1,2759,1,419,"",767,767,767,"HKKILDPC_00208","HAANCNKA_01411","FCMCIBEK_00952","DFEIMHLH_01050","NAFJMCME_02915","OOMIMPCI_01206","KOLBENFC_00948","KJAFDFOC_04108","BONMFOJB_01204","MMJAGEHG_00208","CDDPGOFG_02465","KHAGAGIB_01111","MAFDEBPG_00559","MKNEJKNF_02105",""
"hybG","","Hydrogenase maturation factor HybG",558,558,1,1,2758,1,418,"",248,248,248,"HKKILDPC_00207","HAANCNKA_01412","FCMCIBEK_00951","DFEIMHLH_01049","NAFJMCME_02916","OOMIMPCI_01207","KOLBENFC_00947","KJAFDFOC_04107","BONMFOJB_01205","MMJAGEHG_00207","CDDPGOFG_02464","KHAGAGIB_01112","MAFDEBPG_00558","MKNEJKNF_02104",""
"hybF_1","","Hydrogenase maturation factor HybF",558,558,1,1,2757,1,417,"",341,341,341,"HKKILDPC_00206","HAANCNKA_01413","FCMCIBEK_00950","DFEIMHLH_01048","NAFJMCME_02917","OOMIMPCI_01208","KOLBENFC_00946","KJAFDFOC_04106","BONMFOJB_01206","MMJAGEHG_00206","CDDPGOFG_02463","KHAGAGIB_01113","MAFDEBPG_00557","MKNEJKNF_02103",""
"hybE","","Hydrogenase-2 operon protein HybE",558,558,1,1,2756,1,416,"",488,488,488,"HKKILDPC_00205","HAANCNKA_01414","FCMCIBEK_00949","DFEIMHLH_01047","NAFJMCME_02918","OOMIMPCI_01209","KOLBENFC_00945","KJAFDFOC_04105","BONMFOJB_01207","MMJAGEHG_00205","CDDPGOFG_02462","KHAGAGIB_01114","MAFDEBPG_00556","MKNEJKNF_02102",""
"hybD","","Hydrogenase 2 maturation protease",558,558,1,1,2755,1,415,"",494,494,494,"HKKILDPC_00204","HAANCNKA_01415","FCMCIBEK_00948","DFEIMHLH_01046","NAFJMCME_02919","OOMIMPCI_01210","KOLBENFC_00944","KJAFDFOC_04104","BONMFOJB_01208","MMJAGEHG_00204","CDDPGOFG_02461","KHAGAGIB_01115","MAFDEBPG_00555","MKNEJKNF_02101",""
"hybC","","Hydrogenase-2 large chain",558,558,1,1,2754,1,414,"",1703,1703,1703,"HKKILDPC_00203","HAANCNKA_01416","FCMCIBEK_00947","DFEIMHLH_01045","NAFJMCME_02920","OOMIMPCI_01211","KOLBENFC_00943","KJAFDFOC_04103","BONMFOJB_01209","MMJAGEHG_00203","CDDPGOFG_02460","KHAGAGIB_01116","MAFDEBPG_00554","MKNEJKNF_02100",""
"hybB","","putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit",558,558,1,1,2753,1,413,"",1178,1178,1178,"HKKILDPC_00202","HAANCNKA_01417","FCMCIBEK_00946","DFEIMHLH_01044","NAFJMCME_02921","OOMIMPCI_01212","KOLBENFC_00942","KJAFDFOC_04102","BONMFOJB_01210","MMJAGEHG_00202","CDDPGOFG_02459","KHAGAGIB_01117","MAFDEBPG_00553","MKNEJKNF_02099",""
"fdnH_1","","Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit",558,558,1,1,2752,1,412,"",986,986,986,"HKKILDPC_00201","HAANCNKA_01418","FCMCIBEK_00945","DFEIMHLH_01043","NAFJMCME_02922","OOMIMPCI_01213","KOLBENFC_00941","KJAFDFOC_04101","BONMFOJB_01211","MMJAGEHG_00201","CDDPGOFG_02458","KHAGAGIB_01118","MAFDEBPG_00552","MKNEJKNF_02098",""
"group_2519","","hypothetical protein",558,558,1,1,471,1,218,"",560,560,560,"HKKILDPC_04691","HAANCNKA_04660","FCMCIBEK_04683","DFEIMHLH_01720","NAFJMCME_04709","OOMIMPCI_04685","KOLBENFC_04685","KJAFDFOC_04650","BONMFOJB_04694","MMJAGEHG_04779","CDDPGOFG_01326","KHAGAGIB_04711","MAFDEBPG_04667","MKNEJKNF_04624","BIBHBEME_04357"
"group_2890","","hypothetical protein",558,558,1,1,4288,204,1,"",515,515,515,"HKKILDPC_00756","HAANCNKA_00863","FCMCIBEK_01769","DFEIMHLH_03362","NAFJMCME_00837","OOMIMPCI_01812","KOLBENFC_01496","KJAFDFOC_00909","BONMFOJB_01809","MMJAGEHG_00756","CDDPGOFG_02603","KHAGAGIB_00017","MAFDEBPG_04116","MKNEJKNF_02211",""
"group_3178","","hypothetical protein",558,558,1,1,5655,1,264,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",479,479,479,"HKKILDPC_03496","HAANCNKA_03234","FCMCIBEK_03411","DFEIMHLH_00016","NAFJMCME_03176","OOMIMPCI_03696","KOLBENFC_03447","KJAFDFOC_02915","BONMFOJB_04479","MMJAGEHG_03421","CDDPGOFG_03345","KHAGAGIB_03590","MAFDEBPG_03185","MKNEJKNF_04112","BIBHBEME_02975"
"group_6644","","IS3 family transposase ISSty2",558,558,1,1,802,1,551,"",299,299,299,"HKKILDPC_03032","HAANCNKA_03550","FCMCIBEK_03282","DFEIMHLH_02000","NAFJMCME_03593","OOMIMPCI_03194","KOLBENFC_03139","KJAFDFOC_02881","BONMFOJB_03328","MMJAGEHG_02985","CDDPGOFG_00639","KHAGAGIB_01712","MAFDEBPG_00075","MKNEJKNF_01426","BIBHBEME_02130"
"pgdA","","Peptidoglycan deacetylase",558,558,1,1,2771,1,430,"",725,923,922,"HKKILDPC_00219","HAANCNKA_01400","FCMCIBEK_00963","DFEIMHLH_01061","NAFJMCME_02904","OOMIMPCI_01195","KOLBENFC_00959","KJAFDFOC_04119","BONMFOJB_01193","MMJAGEHG_00219","CDDPGOFG_02476","KHAGAGIB_01100","MAFDEBPG_00570","MKNEJKNF_02116",""
"fsr","","Fosmidomycin resistance protein",557,557,1,1,607,42,1,"",1148,1265,1222,"HKKILDPC_02860","HAANCNKA_04310","FCMCIBEK_03109","DFEIMHLH_01828","NAFJMCME_04433","OOMIMPCI_03366","KOLBENFC_03311","KJAFDFOC_01792","BONMFOJB_03156","MMJAGEHG_02813","CDDPGOFG_00811","KHAGAGIB_01882","MAFDEBPG_00247","MKNEJKNF_03544","BIBHBEME_02555"
"mkaB","","28.1 kDa virulence protein",557,557,1,1,1268,1,1147,"",671,767,766,"","HAANCNKA_04643","FCMCIBEK_04399","DFEIMHLH_04469","NAFJMCME_04670","OOMIMPCI_04482","KOLBENFC_04387","KJAFDFOC_03281","BONMFOJB_04399","MMJAGEHG_04594","CDDPGOFG_04186","KHAGAGIB_04317","MAFDEBPG_03533","MKNEJKNF_04564","BIBHBEME_02351"
"group_233","","hypothetical protein",557,557,1,1,3054,107,2,"",908,908,908,"HKKILDPC_00627","HAANCNKA_00992","FCMCIBEK_01371","DFEIMHLH_01469","NAFJMCME_02753","OOMIMPCI_00787","KOLBENFC_01368","KJAFDFOC_04234","BONMFOJB_00785","MMJAGEHG_00627","CDDPGOFG_03228","KHAGAGIB_02910","MAFDEBPG_01841","MKNEJKNF_00306",""
"group_2520","","hypothetical protein",557,557,1,1,470,1,219,"",500,500,500,"HKKILDPC_04692","HAANCNKA_04661","FCMCIBEK_04684","DFEIMHLH_01719","NAFJMCME_04708","OOMIMPCI_04686","KOLBENFC_04684","KJAFDFOC_04651","BONMFOJB_04695","MMJAGEHG_04778","CDDPGOFG_01325","KHAGAGIB_04710","MAFDEBPG_04668","MKNEJKNF_04625","BIBHBEME_04358"
"group_2906","","hypothetical protein",557,557,1,1,5909,1,226,"",239,239,239,"HKKILDPC_03689","HAANCNKA_03427","FCMCIBEK_03604","DFEIMHLH_04772","NAFJMCME_03369","OOMIMPCI_03503","KOLBENFC_03640","KJAFDFOC_00989","BONMFOJB_03577","MMJAGEHG_03614","CDDPGOFG_01551","KHAGAGIB_03447","MAFDEBPG_03241","MKNEJKNF_03556","BIBHBEME_02292"
"group_3243","","hypothetical protein",557,557,1,1,1267,1,1146,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",212,212,212,"","HAANCNKA_04644","FCMCIBEK_04398","DFEIMHLH_04468","NAFJMCME_04669","OOMIMPCI_04483","KOLBENFC_04388","KJAFDFOC_03280","BONMFOJB_04398","MMJAGEHG_04593","CDDPGOFG_04185","KHAGAGIB_04316","MAFDEBPG_03532","MKNEJKNF_04565","BIBHBEME_02350"
"group_3245","","hypothetical protein",557,557,1,1,1271,1,1150,"",131,131,131,"","HAANCNKA_04640","FCMCIBEK_04402","DFEIMHLH_04472","NAFJMCME_04673","OOMIMPCI_04479","KOLBENFC_04384","KJAFDFOC_03284","BONMFOJB_04402","MMJAGEHG_04597","CDDPGOFG_04717","KHAGAGIB_04320","MAFDEBPG_03536","MKNEJKNF_04561","BIBHBEME_02354"
"rbsR","","Ribose operon repressor",557,557,1,1,1364,98,2,"",707,1001,988,"HKKILDPC_04426","HAANCNKA_04246","FCMCIBEK_04345","DFEIMHLH_04385","NAFJMCME_04348","OOMIMPCI_04379","","KJAFDFOC_03228","BONMFOJB_04314","MMJAGEHG_04388","CDDPGOFG_04578","KHAGAGIB_03954","MAFDEBPG_03480","MKNEJKNF_03387","BIBHBEME_02181"
"mkaC","","Virulence genes transcriptional activator",556,556,1,1,1270,1,1149,"",395,974,887,"","HAANCNKA_04641","FCMCIBEK_04401","DFEIMHLH_04471","NAFJMCME_04672","OOMIMPCI_04480","KOLBENFC_04385","KJAFDFOC_03283","BONMFOJB_04401","MMJAGEHG_04596","CDDPGOFG_04188","KHAGAGIB_04319","MAFDEBPG_03535","MKNEJKNF_04562","BIBHBEME_02353"
"sopE2","","Guanine nucleotide exchange factor sopE2",556,556,1,1,4739,39,2,"",722,722,722,"HKKILDPC_02029","HAANCNKA_00389","FCMCIBEK_00018","DFEIMHLH_00826","NAFJMCME_00733","OOMIMPCI_00729","KOLBENFC_00725","KJAFDFOC_03390","BONMFOJB_00017","MMJAGEHG_01614","CDDPGOFG_01763","KHAGAGIB_04088","MAFDEBPG_04586","MKNEJKNF_04205","BIBHBEME_02706"
"group_3244","","hypothetical protein",556,556,1,1,1269,1,1148,"",164,164,164,"","HAANCNKA_04642","FCMCIBEK_04400","DFEIMHLH_04470","NAFJMCME_04671","OOMIMPCI_04481","KOLBENFC_04386","KJAFDFOC_03282","BONMFOJB_04400","MMJAGEHG_04595","CDDPGOFG_04187","KHAGAGIB_04318","MAFDEBPG_03534","MKNEJKNF_04563","BIBHBEME_02352"
"nagZ","","Beta-hexosaminidase",556,556,1,1,5447,130,2,"",716,1025,1024,"HKKILDPC_03367","HAANCNKA_02920","FCMCIBEK_00668","DFEIMHLH_00177","NAFJMCME_00084","OOMIMPCI_00080","KOLBENFC_00077","KJAFDFOC_02366","BONMFOJB_00666","MMJAGEHG_03137","CDDPGOFG_01065","KHAGAGIB_02630","MAFDEBPG_01023","MKNEJKNF_00961","BIBHBEME_01442"
"group_840","","hypothetical protein",556,556,1,1,30,1,397,"",320,440,439,"HKKILDPC_01574","HAANCNKA_02039","FCMCIBEK_02278","DFEIMHLH_02495","NAFJMCME_01258","OOMIMPCI_01923","KOLBENFC_01917","KJAFDFOC_01684","BONMFOJB_02319","MMJAGEHG_01573","CDDPGOFG_03981","KHAGAGIB_03668","MAFDEBPG_04601","MKNEJKNF_02784","BIBHBEME_04225"
"group_1600","","hypothetical protein",555,555,1,1,4594,1,545,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",722,779,778,"HKKILDPC_01031","HAANCNKA_00587","FCMCIBEK_01494","DFEIMHLH_03714","NAFJMCME_01112","OOMIMPCI_01536","KOLBENFC_01771","KJAFDFOC_02036","BONMFOJB_01534","MMJAGEHG_01031","CDDPGOFG_01945","KHAGAGIB_00292","MAFDEBPG_04281","MKNEJKNF_02457","BIBHBEME_03904"
"preT","","NAD-dependent dihydropyrimidine dehydrogenase subunit PreT",555,555,1,1,5910,1,227,"",773,1241,1239,"HKKILDPC_03690","HAANCNKA_03428","FCMCIBEK_03605","DFEIMHLH_04773","NAFJMCME_03370","OOMIMPCI_03502","KOLBENFC_03641","KJAFDFOC_00988","BONMFOJB_03578","MMJAGEHG_03615","CDDPGOFG_01552","KHAGAGIB_03448","MAFDEBPG_03240","MKNEJKNF_03557","BIBHBEME_02293"
"group_3184","","hypothetical protein",555,555,1,1,5639,1,280,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",557,557,557,"HKKILDPC_03482","HAANCNKA_03220","FCMCIBEK_03397","DFEIMHLH_00031","NAFJMCME_03162","OOMIMPCI_03711","KOLBENFC_03433","","BONMFOJB_04465","MMJAGEHG_03407","CDDPGOFG_03331","KHAGAGIB_03605","MAFDEBPG_04634","MKNEJKNF_04644","BIBHBEME_04557"
"group_474","","hypothetical protein",555,555,1,1,4935,33,1,"",1103,1982,1929,"HKKILDPC_02216","HAANCNKA_00203","FCMCIBEK_00205","DFEIMHLH_00640","NAFJMCME_00547","OOMIMPCI_00543","KOLBENFC_00539","KJAFDFOC_00437","BONMFOJB_00204","MMJAGEHG_01801","CDDPGOFG_00380","KHAGAGIB_01435","","MKNEJKNF_02597","BIBHBEME_00030"
"leuO_1","","HTH-type transcriptional regulator LeuO",554,554,1,1,31,1,396,"",692,1004,1003,"HKKILDPC_01573","HAANCNKA_02038","FCMCIBEK_02277","DFEIMHLH_02494","NAFJMCME_01259","OOMIMPCI_01924","KOLBENFC_01918","KJAFDFOC_01685","BONMFOJB_02318","MMJAGEHG_01572","CDDPGOFG_03982","KHAGAGIB_03669","MAFDEBPG_04600","MKNEJKNF_02785",""
"yedK","","SOS response-associated protein YedK",554,554,1,1,4472,1,1008,"",515,626,625,"HKKILDPC_00920","HAANCNKA_00698","FCMCIBEK_01605","DFEIMHLH_04272","NAFJMCME_01001","OOMIMPCI_01647","KOLBENFC_01660","KJAFDFOC_00745","BONMFOJB_01645","MMJAGEHG_00920","CDDPGOFG_03425","KHAGAGIB_00181","MAFDEBPG_02060","MKNEJKNF_04639",""
"yfdG_1","","Prophage bactoprenol-linked glucose translocase ",554,554,1,1,3955,14,1,"",311,311,311,"HKKILDPC_02559","HAANCNKA_02694","FCMCIBEK_02808","DFEIMHLH_03103","NAFJMCME_02237","OOMIMPCI_02901","KOLBENFC_02923","KJAFDFOC_02178","BONMFOJB_02850","MMJAGEHG_02588","CDDPGOFG_00218","KHAGAGIB_02058","MAFDEBPG_00890","","BIBHBEME_02707"
"group_2923","","IS66 family transposase ISSfl3",554,554,1,1,4471,1,1007,"",248,248,248,"HKKILDPC_00919","HAANCNKA_00699","FCMCIBEK_01606","DFEIMHLH_04273","NAFJMCME_01000","OOMIMPCI_01648","KOLBENFC_01659","KJAFDFOC_00746","BONMFOJB_01646","MMJAGEHG_00919","CDDPGOFG_03426","KHAGAGIB_00180","MAFDEBPG_02059","MKNEJKNF_04640",""
"group_3242","","hypothetical protein",554,554,1,1,1261,1,1142,"",425,425,425,"","HAANCNKA_04648","FCMCIBEK_04394","DFEIMHLH_04464","NAFJMCME_04665","OOMIMPCI_04487","KOLBENFC_04392","KJAFDFOC_03276","BONMFOJB_04394","MMJAGEHG_04589","CDDPGOFG_04181","KHAGAGIB_04312","MAFDEBPG_03528","MKNEJKNF_04569","BIBHBEME_02346"
"ybiT","","putative ABC transporter ATP-binding protein YbiT",554,554,1,1,4268,1,1025,"",866,1595,1589,"HKKILDPC_00739","HAANCNKA_00880","FCMCIBEK_01786","DFEIMHLH_03379","NAFJMCME_00820","OOMIMPCI_01829","KOLBENFC_01479","KJAFDFOC_00926","BONMFOJB_01826","MMJAGEHG_00739","CDDPGOFG_02621","KHAGAGIB_04421","MAFDEBPG_03574","MKNEJKNF_03460","BIBHBEME_02408"
"yeaR_2","","putative protein YeaR",554,554,1,1,5385,132,2,"",203,362,361,"HKKILDPC_03307","HAANCNKA_02980","FCMCIBEK_00608","DFEIMHLH_00237","NAFJMCME_00144","OOMIMPCI_00140","KOLBENFC_00136","KJAFDFOC_04322","BONMFOJB_00607","MMJAGEHG_03197","CDDPGOFG_01005","KHAGAGIB_02570","MAFDEBPG_01083","MKNEJKNF_00901","BIBHBEME_04130"
"group_92","","hypothetical protein",554,554,1,1,3082,86,3,"",434,2402,2314,"HKKILDPC_00604","HAANCNKA_01015","FCMCIBEK_01348","DFEIMHLH_01446","NAFJMCME_02730","OOMIMPCI_00810","KOLBENFC_01345","","BONMFOJB_00808","MMJAGEHG_00604","CDDPGOFG_03251","KHAGAGIB_02887","MAFDEBPG_01818","MKNEJKNF_00283","BIBHBEME_03452"
"group_1418","","hypothetical protein",553,553,1,1,6168,52,2,"",545,791,790,"HKKILDPC_01463","HAANCNKA_01928","FCMCIBEK_02167","DFEIMHLH_02384","NAFJMCME_01372","OOMIMPCI_02035","KOLBENFC_02028","KJAFDFOC_04257","BONMFOJB_02207","MMJAGEHG_01462","CDDPGOFG_04072","KHAGAGIB_04341","MAFDEBPG_04198","MKNEJKNF_04152","BIBHBEME_03840"
"cysG","","Siroheme synthase",553,553,1,1,1637,184,1,"",1373,1373,1373,"HKKILDPC_01676","HAANCNKA_02398","FCMCIBEK_02333","DFEIMHLH_02550","NAFJMCME_01761","OOMIMPCI_02681","KOLBENFC_02370","KJAFDFOC_00079","BONMFOJB_02678","MMJAGEHG_02339","CDDPGOFG_03578","KHAGAGIB_00825","MAFDEBPG_01376","MKNEJKNF_00611","BIBHBEME_01763"
"mglC","","Galactoside transport system permease protein MglC",553,553,1,1,5912,114,2,"",767,1010,1008,"HKKILDPC_03692","HAANCNKA_03430","FCMCIBEK_03607","DFEIMHLH_04810","NAFJMCME_03372","OOMIMPCI_03500","KOLBENFC_03643","KJAFDFOC_00986","BONMFOJB_03580","MMJAGEHG_03617","CDDPGOFG_01554","KHAGAGIB_03450","MAFDEBPG_03238","MKNEJKNF_03559","BIBHBEME_02295"
"group_1582","","hypothetical protein",552,552,1,1,4473,1,1009,"",248,278,248,"HKKILDPC_00921","HAANCNKA_00697","FCMCIBEK_01604","DFEIMHLH_04271","NAFJMCME_01002","OOMIMPCI_01646","KOLBENFC_01661","KJAFDFOC_00744","BONMFOJB_01644","MMJAGEHG_00921","CDDPGOFG_03424","KHAGAGIB_00182","MAFDEBPG_02061","MKNEJKNF_04638",""
"spvB","","Mono(ADP-ribosyl)transferase SpvB",552,552,1,1,1264,1,1145,"",1505,1787,1780,"","HAANCNKA_04645","FCMCIBEK_04397","DFEIMHLH_04467","NAFJMCME_04668","OOMIMPCI_04484","KOLBENFC_04389","KJAFDFOC_03279","BONMFOJB_04397","MMJAGEHG_04592","CDDPGOFG_04184","KHAGAGIB_04315","MAFDEBPG_03531","MKNEJKNF_04566","BIBHBEME_02349"
"group_2728","","hypothetical protein",552,552,1,1,1709,176,1,"",125,125,125,"HKKILDPC_01743","HAANCNKA_02331","FCMCIBEK_02400","DFEIMHLH_02617","NAFJMCME_01828","OOMIMPCI_02614","KOLBENFC_02437","KJAFDFOC_00146","BONMFOJB_02611","MMJAGEHG_02272","CDDPGOFG_03512","KHAGAGIB_00758","MAFDEBPG_01309","MKNEJKNF_00544","BIBHBEME_00368"
"group_2958","","hypothetical protein",552,552,1,1,4628,188,1,"",353,353,353,"HKKILDPC_01063","HAANCNKA_00555","FCMCIBEK_01462","DFEIMHLH_03746","NAFJMCME_01144","OOMIMPCI_01504","KOLBENFC_01803","KJAFDFOC_02068","BONMFOJB_01502","MMJAGEHG_01063","CDDPGOFG_01977","KHAGAGIB_00324","MAFDEBPG_03960","MKNEJKNF_01742",""
"group_3176","","hypothetical protein",552,552,1,1,5658,1,261,"",1271,1271,1271,"HKKILDPC_03499","HAANCNKA_03237","FCMCIBEK_03414","DFEIMHLH_00013","NAFJMCME_03179","OOMIMPCI_03693","KOLBENFC_03450","KJAFDFOC_02918","BONMFOJB_04482","MMJAGEHG_03424","CDDPGOFG_03348","KHAGAGIB_03587","MAFDEBPG_03182","MKNEJKNF_04109","BIBHBEME_02972"
"group_3251","","hypothetical protein",552,552,1,1,1169,1,1055,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",251,251,251,"HKKILDPC_04617","HAANCNKA_04583","FCMCIBEK_04421","DFEIMHLH_04421","NAFJMCME_04622","OOMIMPCI_04459","KOLBENFC_04577","KJAFDFOC_03302","BONMFOJB_04330","MMJAGEHG_04694","CDDPGOFG_04646","KHAGAGIB_04604","MAFDEBPG_03555","MKNEJKNF_04332","BIBHBEME_02372"
"group_3254","","hypothetical protein",552,552,1,1,1165,1,1050,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",215,215,215,"HKKILDPC_04621","HAANCNKA_04579","FCMCIBEK_04425","DFEIMHLH_04417","NAFJMCME_04626","OOMIMPCI_04455","KOLBENFC_04581","KJAFDFOC_03306","BONMFOJB_04334","MMJAGEHG_04690","CDDPGOFG_04642","KHAGAGIB_04608","MAFDEBPG_03559","MKNEJKNF_04336","BIBHBEME_02376"
"group_3255","","hypothetical protein",552,552,1,1,1164,1,1049,"",329,329,329,"HKKILDPC_04622","HAANCNKA_04578","FCMCIBEK_04426","DFEIMHLH_04416","NAFJMCME_04627","OOMIMPCI_04454","KOLBENFC_04582","KJAFDFOC_03307","BONMFOJB_04335","MMJAGEHG_04689","CDDPGOFG_04641","KHAGAGIB_04609","MAFDEBPG_03560","MKNEJKNF_04337","BIBHBEME_02377"
"narL_2","","Nitrate/nitrite response regulator protein NarL",552,552,1,1,5952,1,578,"",647,647,647,"HKKILDPC_03741","HAANCNKA_04666","FCMCIBEK_03657","DFEIMHLH_04522","NAFJMCME_03421","OOMIMPCI_03450","KOLBENFC_03692","KJAFDFOC_00936","BONMFOJB_03629","MMJAGEHG_03666","CDDPGOFG_04745","KHAGAGIB_03499","MAFDEBPG_03188","MKNEJKNF_03608","BIBHBEME_04275"
"group_601","","IS481 family transposase ISAzs36",552,552,1,1,1273,1,1152,"",290,968,958,"","HAANCNKA_04638","FCMCIBEK_04404","DFEIMHLH_04474","NAFJMCME_04675","OOMIMPCI_04477","KOLBENFC_04382","KJAFDFOC_03286","BONMFOJB_04404","MMJAGEHG_04599","CDDPGOFG_04719","KHAGAGIB_04322","MAFDEBPG_03538","MKNEJKNF_04559","BIBHBEME_02356"
"group_567","","hypothetical protein",551,551,1,1,4474,1,555,"",272,686,648,"HKKILDPC_00922","HAANCNKA_00696","FCMCIBEK_01603","DFEIMHLH_04270","NAFJMCME_01003","OOMIMPCI_01645","KOLBENFC_01662","KJAFDFOC_00743","BONMFOJB_01643","MMJAGEHG_00922","CDDPGOFG_03423","KHAGAGIB_00183","MAFDEBPG_02062","MKNEJKNF_04637",""
"rhaR_3","","HTH-type transcriptional activator RhaR",550,550,1,1,4527,121,1,"",416,896,895,"HKKILDPC_00972","HAANCNKA_00646","FCMCIBEK_01553","DFEIMHLH_03655","NAFJMCME_01053","OOMIMPCI_01595","KOLBENFC_01712","KJAFDFOC_00693","BONMFOJB_01593","MMJAGEHG_00972","CDDPGOFG_03373","KHAGAGIB_00233","MAFDEBPG_02112","MKNEJKNF_02517",""
"caiD","","Carnitinyl-CoA dehydratase",550,550,1,1,2527,84,2,"",485,785,783,"HKKILDPC_03755","HAANCNKA_04408","FCMCIBEK_03671","DFEIMHLH_03631","NAFJMCME_04118","OOMIMPCI_03937","KOLBENFC_03874","KJAFDFOC_01102","BONMFOJB_03643","MMJAGEHG_03848","CDDPGOFG_03762","KHAGAGIB_03076","MAFDEBPG_01693","MKNEJKNF_01582",""
"group_1685","","hypothetical protein",550,550,1,1,1162,1,1046,"",491,545,544,"HKKILDPC_04624","HAANCNKA_04575","FCMCIBEK_04428","DFEIMHLH_04413","NAFJMCME_04630","OOMIMPCI_04452","KOLBENFC_04585","KJAFDFOC_03309","BONMFOJB_04337","MMJAGEHG_04686","CDDPGOFG_04638","KHAGAGIB_04612","MAFDEBPG_03563","MKNEJKNF_04339","BIBHBEME_02379"
"group_2711","","hypothetical protein",550,550,1,1,1811,189,1,"",188,188,188,"HKKILDPC_01842","HAANCNKA_02233","FCMCIBEK_02498","DFEIMHLH_02715","NAFJMCME_01926","OOMIMPCI_02516","KOLBENFC_02535","KJAFDFOC_00244","BONMFOJB_02513","MMJAGEHG_02174","CDDPGOFG_02525","KHAGAGIB_00660","","MKNEJKNF_00446","BIBHBEME_00270"
"relE_2","","mRNA interferase toxin RelE",550,550,1,1,1168,1,1054,"",281,281,281,"HKKILDPC_04618","HAANCNKA_04582","FCMCIBEK_04422","DFEIMHLH_04420","NAFJMCME_04623","OOMIMPCI_04458","KOLBENFC_04578","KJAFDFOC_03303","BONMFOJB_04331","MMJAGEHG_04693","CDDPGOFG_04645","KHAGAGIB_04605","MAFDEBPG_03556","MKNEJKNF_04333","BIBHBEME_02373"
"group_3256","","hypothetical protein",550,550,1,1,1163,1,1048,"",272,272,272,"HKKILDPC_04623","HAANCNKA_04577","FCMCIBEK_04427","DFEIMHLH_04415","NAFJMCME_04628","OOMIMPCI_04453","KOLBENFC_04583","KJAFDFOC_03308","BONMFOJB_04336","MMJAGEHG_04688","CDDPGOFG_04640","KHAGAGIB_04610","MAFDEBPG_03561","MKNEJKNF_04338","BIBHBEME_02378"
"group_603","","hypothetical protein",550,550,1,1,1153,1,1038,"",257,758,756,"HKKILDPC_04630","HAANCNKA_04569","FCMCIBEK_04434","DFEIMHLH_04407","NAFJMCME_04636","OOMIMPCI_04446","KOLBENFC_04591","KJAFDFOC_03315","BONMFOJB_04343","MMJAGEHG_04680","CDDPGOFG_04673","KHAGAGIB_04618","MAFDEBPG_03569","MKNEJKNF_04345","BIBHBEME_02385"
"spvC","","MAPK phosphothreonine lyase",549,549,1,1,1263,1,1144,"",587,725,724,"","HAANCNKA_04646","FCMCIBEK_04396","DFEIMHLH_04466","NAFJMCME_04667","OOMIMPCI_04485","KOLBENFC_04390","KJAFDFOC_03278","BONMFOJB_04396","MMJAGEHG_04591","CDDPGOFG_04183","KHAGAGIB_04314","MAFDEBPG_03530","MKNEJKNF_04567","BIBHBEME_02348"
"group_2289","","hypothetical protein",549,549,1,1,2747,1,407,"",503,503,503,"HKKILDPC_00196","HAANCNKA_01423","FCMCIBEK_00940","DFEIMHLH_01038","NAFJMCME_02927","OOMIMPCI_01218","KOLBENFC_00936","KJAFDFOC_04096","BONMFOJB_01216","MMJAGEHG_00196","CDDPGOFG_02453","KHAGAGIB_01123","MAFDEBPG_00547","MKNEJKNF_02093",""
