"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR11068404","SRR7041896","SRR1411125","SRR14766396","SRR14272159","NDSU28","SRR9301046","SRR1556977","SRR5666360","SRR13001984","SRR14766435","SRR5928137","SRR14766343","SRR2994392","SRR18233394"
"group_1681","","hypothetical protein",548,548,1,1,1181,1,1071,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",161,488,487,"NHHFDHOA_04161","LNFOPOPD_04169","LNNOOKGB_04143","OHGNPAHP_04660","GLJEHEMI_04396","KBLPGKMM_03478","FIBKOHBH_04021","KLKGDDID_04542","KHAGAGIB_04592","DLEBNIDD_04167","IJNFKBKA_04511","FHJCNOBE_04268","CLBIFFHN_04432","","BCOIPCNK_03917"
"group_1682","","hypothetical protein",548,548,1,1,1177,1,1065,"",365,566,565,"NHHFDHOA_04165","LNFOPOPD_04165","LNNOOKGB_04139","OHGNPAHP_04656","GLJEHEMI_04392","KBLPGKMM_03474","FIBKOHBH_04025","KLKGDDID_04546","KHAGAGIB_04596","DLEBNIDD_04163","IJNFKBKA_04515","FHJCNOBE_04272","CLBIFFHN_04436","","BCOIPCNK_03921"
"group_2955","","hypothetical protein",548,548,1,1,4593,1,553,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",539,539,539,"NHHFDHOA_00975","LNFOPOPD_00538","LNNOOKGB_03226","OHGNPAHP_00362","GLJEHEMI_01801","","FIBKOHBH_01323","KLKGDDID_04475","KHAGAGIB_00291","DLEBNIDD_04665","","FHJCNOBE_00124","CLBIFFHN_03465","FBFFAOJI_04103","BCOIPCNK_02140"
"sseI","","Secreted effector protein SseI",548,548,1,1,4470,1,1006,"",425,968,922,"","LNFOPOPD_00650","LNNOOKGB_03114","OHGNPAHP_00250","GLJEHEMI_01689","KBLPGKMM_04230","FIBKOHBH_01436","KLKGDDID_02519","KHAGAGIB_00179","DLEBNIDD_02429","IJNFKBKA_01570","FHJCNOBE_00236","CLBIFFHN_03404","FBFFAOJI_02237","BCOIPCNK_02028"
"group_3246","","hypothetical protein",548,548,1,1,1179,1,1067,"",509,509,509,"NHHFDHOA_04163","LNFOPOPD_04167","LNNOOKGB_04141","OHGNPAHP_04658","GLJEHEMI_04394","KBLPGKMM_03476","FIBKOHBH_04023","KLKGDDID_04544","KHAGAGIB_04594","DLEBNIDD_04165","IJNFKBKA_04513","FHJCNOBE_04270","CLBIFFHN_04434","","BCOIPCNK_03919"
"rfaH_2","","Transcription antitermination protein RfaH",548,548,1,1,1159,1,1044,"",518,518,518,"NHHFDHOA_04182","LNFOPOPD_04147","LNNOOKGB_04592","OHGNPAHP_04639","GLJEHEMI_04374","KBLPGKMM_03456","FIBKOHBH_04042","KLKGDDID_04563","KHAGAGIB_04614","DLEBNIDD_04564","IJNFKBKA_04532","FHJCNOBE_04289","CLBIFFHN_04463","","BCOIPCNK_03938"
"group_3259","","hypothetical protein",548,548,1,1,1158,1,1042,"",647,647,647,"NHHFDHOA_04183","LNFOPOPD_04146","LNNOOKGB_04591","OHGNPAHP_04638","GLJEHEMI_04373","KBLPGKMM_03455","FIBKOHBH_04043","KLKGDDID_04564","KHAGAGIB_04615","DLEBNIDD_04565","IJNFKBKA_04533","FHJCNOBE_04290","CLBIFFHN_04464","","BCOIPCNK_03939"
"esiB_1","","hypothetical protein",548,548,1,1,4839,116,2,"",1175,1529,1528,"NHHFDHOA_00738","LNFOPOPD_01868","LNNOOKGB_03447","OHGNPAHP_00658","GLJEHEMI_00113","KBLPGKMM_00463","FIBKOHBH_00390","KLKGDDID_00630","KHAGAGIB_01344","DLEBNIDD_00026","IJNFKBKA_00480","FHJCNOBE_02414","CLBIFFHN_01087","FBFFAOJI_00294",""
"mpl","","UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",548,548,1,1,6066,88,2,"",1133,1373,1371,"NHHFDHOA_00233","LNFOPOPD_00982","LNNOOKGB_02180","OHGNPAHP_01854","GLJEHEMI_03317","KBLPGKMM_02138","FIBKOHBH_01998","KLKGDDID_01623","KHAGAGIB_02410","","IJNFKBKA_00765","FHJCNOBE_01734","CLBIFFHN_01748","FBFFAOJI_02927","BCOIPCNK_02613"
"narK","","Nitrate/nitrite transporter NarK",548,548,1,1,4834,87,1,"",740,1397,1395,"NHHFDHOA_00743","LNFOPOPD_01873","LNNOOKGB_03452","OHGNPAHP_00653","GLJEHEMI_00108","KBLPGKMM_00458","FIBKOHBH_00385","KLKGDDID_00635","KHAGAGIB_01339","DLEBNIDD_00021","IJNFKBKA_00475","FHJCNOBE_02409","CLBIFFHN_01082","FBFFAOJI_00299",""
"pal_1","","Peptidoglycan-associated lipoprotein",548,548,1,1,154,8,2,"",743,1304,1302,"NHHFDHOA_03920","LNFOPOPD_04414","LNNOOKGB_03960","OHGNPAHP_02862","GLJEHEMI_02954","KBLPGKMM_04039","FIBKOHBH_00962","KLKGDDID_03252","KHAGAGIB_01664","DLEBNIDD_04230","IJNFKBKA_02465","FHJCNOBE_01202","CLBIFFHN_03676","FBFFAOJI_01498","BCOIPCNK_01253"
"rfaY","","Lipopolysaccharide core heptose(II) kinase RfaY",548,548,1,1,1895,5,9,"",341,698,678,"NHHFDHOA_01684","LNFOPOPD_00320","LNNOOKGB_00764","OHGNPAHP_02159","GLJEHEMI_02199","KBLPGKMM_03014","FIBKOHBH_00094","KLKGDDID_01950","KHAGAGIB_00583","DLEBNIDD_03369","IJNFKBKA_00273","FHJCNOBE_03585","CLBIFFHN_00273","FBFFAOJI_00501","BCOIPCNK_03486"
"hpaB","","4-hydroxyphenylacetate 3-monooxygenase oxygenase component",547,547,1,1,4515,1,401,"",1175,1562,1561,"NHHFDHOA_01042","LNFOPOPD_00605","LNNOOKGB_03159","OHGNPAHP_00295","GLJEHEMI_01734","KBLPGKMM_03615","FIBKOHBH_01391","KLKGDDID_02564","KHAGAGIB_00224","DLEBNIDD_03105","IJNFKBKA_01615","FHJCNOBE_00191","CLBIFFHN_04287","FBFFAOJI_02192","BCOIPCNK_02073"
"yjiE_2","","HTH-type transcriptional regulator YjiE",547,547,1,1,256,15,2,"",926,926,926,"NHHFDHOA_02644","LNFOPOPD_03113","LNNOOKGB_02780","OHGNPAHP_04446","GLJEHEMI_03919","KBLPGKMM_04572","FIBKOHBH_02048","KLKGDDID_03962","KHAGAGIB_04263","DLEBNIDD_01317","IJNFKBKA_04665","FHJCNOBE_04490","CLBIFFHN_02947","FBFFAOJI_04375","BCOIPCNK_04429"
"group_3181","","hypothetical protein",547,547,1,1,5647,1,274,"",473,473,473,"NHHFDHOA_03611","LNFOPOPD_04681","LNNOOKGB_01434","OHGNPAHP_03759","GLJEHEMI_03235","KBLPGKMM_04427","FIBKOHBH_02935","KLKGDDID_03533","KHAGAGIB_03598","DLEBNIDD_04604","IJNFKBKA_04674","FHJCNOBE_03757","CLBIFFHN_04605","FBFFAOJI_02670","BCOIPCNK_04624"
"group_3247","","hypothetical protein",547,547,1,1,1178,1,1066,"",335,335,335,"NHHFDHOA_04164","LNFOPOPD_04166","LNNOOKGB_04140","OHGNPAHP_04657","GLJEHEMI_04393","KBLPGKMM_03475","FIBKOHBH_04024","KLKGDDID_04545","KHAGAGIB_04595","DLEBNIDD_04164","IJNFKBKA_04514","FHJCNOBE_04271","CLBIFFHN_04435","","BCOIPCNK_03920"
"group_531","","hypothetical protein",547,547,1,1,1892,5,2,"",128,128,128,"NHHFDHOA_01682","LNFOPOPD_00318","LNNOOKGB_00766","OHGNPAHP_02161","GLJEHEMI_02197","KBLPGKMM_03016","FIBKOHBH_00096","KLKGDDID_01952","KHAGAGIB_00585","DLEBNIDD_03371","IJNFKBKA_00271","FHJCNOBE_03583","CLBIFFHN_00271","FBFFAOJI_00503","BCOIPCNK_01579"
"hpcH","","4-hydroxy-2-oxo-heptane-1,7-dioate aldolase",547,547,1,1,4522,105,1,"",791,791,791,"NHHFDHOA_01035","LNFOPOPD_00598","LNNOOKGB_03166","OHGNPAHP_00302","GLJEHEMI_01741","KBLPGKMM_03608","FIBKOHBH_01383","KLKGDDID_02571","KHAGAGIB_00231","DLEBNIDD_03112","IJNFKBKA_01622","FHJCNOBE_00184","","FBFFAOJI_02185","BCOIPCNK_02080"
"group_602","","ISNCY family transposase ISSen7",547,547,1,1,1176,1,1064,"",368,836,829,"NHHFDHOA_04166","LNFOPOPD_04164","LNNOOKGB_04138","OHGNPAHP_04655","GLJEHEMI_04391","KBLPGKMM_03473","FIBKOHBH_04026","KLKGDDID_04547","KHAGAGIB_04597","DLEBNIDD_04162","IJNFKBKA_04516","FHJCNOBE_04273","CLBIFFHN_04437","","BCOIPCNK_03922"
"speA","","Biosynthetic arginine decarboxylase",547,547,1,1,2817,1,460,"",1697,1982,1975,"NHHFDHOA_03279","LNFOPOPD_02496","LNNOOKGB_00408","OHGNPAHP_01214","GLJEHEMI_01178","KBLPGKMM_00948","FIBKOHBH_02383","KLKGDDID_01149","KHAGAGIB_01056","DLEBNIDD_02594","IJNFKBKA_02940","FHJCNOBE_00556","CLBIFFHN_01987","FBFFAOJI_02064","BCOIPCNK_00406"
"smvA","","Methyl viologen resistance protein SmvA",546,546,1,1,5044,1,516,"",407,1487,1485,"NHHFDHOA_00551","LNFOPOPD_01681","LNNOOKGB_01097","OHGNPAHP_00845","GLJEHEMI_00300","KBLPGKMM_00650","FIBKOHBH_00577","","KHAGAGIB_01531","DLEBNIDD_00214","IJNFKBKA_03653","FHJCNOBE_02601","CLBIFFHN_02382","FBFFAOJI_00107","BCOIPCNK_01471"
"virC1","","hypothetical protein",545,545,1,1,1174,1,1062,"",194,620,618,"NHHFDHOA_04168","LNFOPOPD_04162","LNNOOKGB_04136","OHGNPAHP_04653","GLJEHEMI_04389","KBLPGKMM_03471","FIBKOHBH_04028","KLKGDDID_04549","KHAGAGIB_04599","DLEBNIDD_04160","IJNFKBKA_04518","FHJCNOBE_04275","CLBIFFHN_04439","","BCOIPCNK_03924"
"yfdH_1","","Prophage bactoprenol glucosyl transferase ",545,545,1,1,3956,14,2,"",254,254,254,"NHHFDHOA_01814","LNFOPOPD_01358","LNNOOKGB_02035","OHGNPAHP_02694","GLJEHEMI_02509","KBLPGKMM_00214","FIBKOHBH_01695","KLKGDDID_02734","KHAGAGIB_02057","DLEBNIDD_00788","IJNFKBKA_01344","FHJCNOBE_00959","","FBFFAOJI_00990","BCOIPCNK_00802"
"group_3248","","hypothetical protein",545,545,1,1,1173,1,1060,"",230,230,230,"NHHFDHOA_04169","LNFOPOPD_04161","LNNOOKGB_04135","OHGNPAHP_04652","GLJEHEMI_04388","KBLPGKMM_03470","FIBKOHBH_04029","KLKGDDID_04550","KHAGAGIB_04600","DLEBNIDD_04159","IJNFKBKA_04519","FHJCNOBE_04276","CLBIFFHN_04440","","BCOIPCNK_03925"
"ycaL","","Metalloprotease YcaL",545,545,1,1,4381,118,1,"",416,761,760,"NHHFDHOA_02733","LNFOPOPD_00727","LNNOOKGB_01760","OHGNPAHP_00174","GLJEHEMI_01613","KBLPGKMM_04079","FIBKOHBH_01512","KLKGDDID_02443","KHAGAGIB_00103","DLEBNIDD_02505","IJNFKBKA_02782","FHJCNOBE_00312","","FBFFAOJI_02313","BCOIPCNK_01952"
"group_768","","hypothetical protein",545,545,1,1,2749,1,409,"",1295,1643,1642,"NHHFDHOA_03344","LNFOPOPD_02431","LNNOOKGB_00473","OHGNPAHP_01149","GLJEHEMI_01243","KBLPGKMM_00883","FIBKOHBH_03692","KLKGDDID_01214","KHAGAGIB_01121","DLEBNIDD_02659","IJNFKBKA_03397","FHJCNOBE_00621","CLBIFFHN_03528","FBFFAOJI_01999","BCOIPCNK_00471"
"group_818","","IS1 family transposase IS1X2",545,545,1,1,683,1,1004,"",266,293,292,"NHHFDHOA_02342","LNFOPOPD_02968","LNNOOKGB_04674","OHGNPAHP_03022","GLJEHEMI_02793","KBLPGKMM_01144","FIBKOHBH_00801","","","DLEBNIDD_01255","IJNFKBKA_00885","FHJCNOBE_01362","CLBIFFHN_01003","FBFFAOJI_01659","BCOIPCNK_01092"
"dtpC","","Dipeptide and tripeptide permease C",545,545,1,1,4094,113,2,"",1019,1460,1458,"NHHFDHOA_03673","LNFOPOPD_01533","LNNOOKGB_03385","OHGNPAHP_02520","GLJEHEMI_02334","KBLPGKMM_00042","FIBKOHBH_03538","KLKGDDID_02910","KHAGAGIB_03806","DLEBNIDD_03023","IJNFKBKA_03958","FHJCNOBE_01134","CLBIFFHN_01644","FBFFAOJI_00815",""
"sseL","","Deubiquitinase SseL",544,544,1,1,3770,194,1,"",656,746,744,"NHHFDHOA_01923","LNFOPOPD_01249","LNNOOKGB_04236","OHGNPAHP_02803","GLJEHEMI_02618","KBLPGKMM_00323","FIBKOHBH_04206","KLKGDDID_04343","KHAGAGIB_02166","DLEBNIDD_00678","IJNFKBKA_03197","FHJCNOBE_00850","CLBIFFHN_03085","FBFFAOJI_01099","BCOIPCNK_00693"
"group_1657","","hypothetical protein",544,544,1,1,5648,1,272,"",185,377,375,"NHHFDHOA_03610","LNFOPOPD_04682","LNNOOKGB_01435","OHGNPAHP_03758","GLJEHEMI_03234","KBLPGKMM_04428","FIBKOHBH_02934","KLKGDDID_03532","KHAGAGIB_03597","DLEBNIDD_04603","IJNFKBKA_04673","FHJCNOBE_03756","CLBIFFHN_04606","FBFFAOJI_02669","BCOIPCNK_04625"
"group_1684","","hypothetical protein",544,544,1,1,1167,1,1053,"",323,353,323,"NHHFDHOA_04175","LNFOPOPD_04155","LNNOOKGB_04600","OHGNPAHP_04646","GLJEHEMI_04382","KBLPGKMM_03464","FIBKOHBH_04035","KLKGDDID_04556","KHAGAGIB_04606","DLEBNIDD_04557","IJNFKBKA_04525","FHJCNOBE_04282","","","BCOIPCNK_03931"
"group_282","ybdO_2","putative HTH-type transcriptional regulator YbdO",544,544,1,1,403,55,2,"",296,917,913,"NHHFDHOA_02497","LNFOPOPD_03260","LNNOOKGB_02927","OHGNPAHP_04048","GLJEHEMI_03772","KBLPGKMM_02744","FIBKOHBH_02195","KLKGDDID_03815","KHAGAGIB_03332","DLEBNIDD_01464","IJNFKBKA_01920","FHJCNOBE_03458","CLBIFFHN_00758","FBFFAOJI_03805","BCOIPCNK_02721"
"nanM","","N-acetylneuraminate epimerase",544,544,1,1,4552,35,2,"",668,1142,1140,"NHHFDHOA_01011","LNFOPOPD_00574","LNNOOKGB_03190","OHGNPAHP_00326","GLJEHEMI_01765","KBLPGKMM_03584","FIBKOHBH_01359","KLKGDDID_02595","KHAGAGIB_00255","DLEBNIDD_03136","IJNFKBKA_01646","FHJCNOBE_00160","CLBIFFHN_03938","FBFFAOJI_02161","BCOIPCNK_02104"
"group_3219","","hypothetical protein",544,544,1,1,5532,2,43,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",818,818,818,"NHHFDHOA_04661","LNFOPOPD_01894","LNNOOKGB_04739","OHGNPAHP_03504","GLJEHEMI_00746","","FIBKOHBH_04703","KLKGDDID_00002","KHAGAGIB_04705","DLEBNIDD_00659","IJNFKBKA_02240","FHJCNOBE_04695","","FBFFAOJI_03562","BCOIPCNK_03175"
"pgtB","","Phosphoglycerate transport system sensor protein PgtB",544,544,1,1,3963,21,4,"",1034,2006,2004,"NHHFDHOA_01808","LNFOPOPD_01363","LNNOOKGB_02040","OHGNPAHP_02689","GLJEHEMI_02503","KBLPGKMM_00209","FIBKOHBH_01701","KLKGDDID_02740","KHAGAGIB_02051","DLEBNIDD_00794","IJNFKBKA_01338","FHJCNOBE_00965","","FBFFAOJI_00984","BCOIPCNK_00808"
"group_947","","hypothetical protein",544,544,1,1,4146,22,4,"",797,1691,1689,"NHHFDHOA_01688","LNFOPOPD_01484","","OHGNPAHP_02569","GLJEHEMI_02383","KBLPGKMM_00091","FIBKOHBH_01821","KLKGDDID_02861","KHAGAGIB_03855","DLEBNIDD_02974","IJNFKBKA_01218","FHJCNOBE_01085","CLBIFFHN_03861","FBFFAOJI_00864","BCOIPCNK_00928"
"group_1048","","hypothetical protein",543,543,1,1,3306,41,3,"",209,296,295,"NHHFDHOA_03839","LNFOPOPD_03805","LNNOOKGB_03810","OHGNPAHP_04322","GLJEHEMI_04245","KBLPGKMM_03215","FIBKOHBH_03616","KLKGDDID_04163","KHAGAGIB_03919","","IJNFKBKA_04359","FHJCNOBE_03957","CLBIFFHN_02085","FBFFAOJI_04158","BCOIPCNK_03718"
"pdeL","","Cyclic di-GMP phosphodiesterase PdeL",543,543,1,1,1256,1,1138,"",683,683,683,"NHHFDHOA_04142","LNFOPOPD_04187","LNNOOKGB_04162","OHGNPAHP_04509","GLJEHEMI_04414","KBLPGKMM_03405","FIBKOHBH_04002","KLKGDDID_04613","KHAGAGIB_04308","DLEBNIDD_04186","IJNFKBKA_04118","FHJCNOBE_04250","CLBIFFHN_04129","","BCOIPCNK_03899"
"group_3253","","hypothetical protein",543,543,1,1,1166,1,1051,"",245,245,245,"NHHFDHOA_04176","LNFOPOPD_04154","LNNOOKGB_04599","OHGNPAHP_04645","GLJEHEMI_04381","KBLPGKMM_03463","FIBKOHBH_04036","KLKGDDID_04557","KHAGAGIB_04607","DLEBNIDD_04558","IJNFKBKA_04526","FHJCNOBE_04283","","","BCOIPCNK_03932"
"group_351","","hypothetical protein",543,543,1,1,4972,100,2,"",590,1550,1545,"NHHFDHOA_00615","LNFOPOPD_01745","LNNOOKGB_03343","OHGNPAHP_00781","GLJEHEMI_00236","KBLPGKMM_00586","FIBKOHBH_00513","KLKGDDID_00507","KHAGAGIB_01467","DLEBNIDD_00150","IJNFKBKA_00603","FHJCNOBE_02537","","FBFFAOJI_00171","BCOIPCNK_01407"
"rhsD","","Protein RhsD",543,543,1,1,4587,1,540,"",2909,4277,4263,"NHHFDHOA_00980","LNFOPOPD_00543","LNNOOKGB_03221","OHGNPAHP_00357","GLJEHEMI_01796","KBLPGKMM_03553","FIBKOHBH_01328","KLKGDDID_02626","KHAGAGIB_00286","DLEBNIDD_04627","IJNFKBKA_01677","FHJCNOBE_00129","CLBIFFHN_03460","FBFFAOJI_02130","BCOIPCNK_02135"
"vsdE","","Virulence protein vsdE",542,542,1,1,1262,1,1143,"",479,650,645,"NHHFDHOA_04147","LNFOPOPD_04182","LNNOOKGB_04157","OHGNPAHP_04504","GLJEHEMI_04409","KBLPGKMM_03400","FIBKOHBH_04007","KLKGDDID_04529","KHAGAGIB_04313","DLEBNIDD_04181","IJNFKBKA_04123","FHJCNOBE_04255","CLBIFFHN_04134","","BCOIPCNK_03904"
"group_3241","","hypothetical protein",542,542,1,1,1258,1,1139,"",488,488,488,"NHHFDHOA_04143","LNFOPOPD_04186","LNNOOKGB_04161","OHGNPAHP_04508","GLJEHEMI_04413","KBLPGKMM_03404","FIBKOHBH_04003","KLKGDDID_04614","KHAGAGIB_04309","DLEBNIDD_04185","IJNFKBKA_04119","FHJCNOBE_04251","CLBIFFHN_04130","","BCOIPCNK_03900"
"group_411","","hypothetical protein",542,542,1,1,4324,124,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1190,1487,1486,"NHHFDHOA_02681","LNFOPOPD_00779","LNNOOKGB_01812","OHGNPAHP_00122","GLJEHEMI_01561","KBLPGKMM_03338","FIBKOHBH_01564","KLKGDDID_02391","KHAGAGIB_00051","","IJNFKBKA_02834","FHJCNOBE_00364","","FBFFAOJI_02365","BCOIPCNK_01900"
"group_296","","hypothetical protein",541,541,1,1,3958,14,5,"",560,1922,1872,"NHHFDHOA_01813","LNFOPOPD_01359","LNNOOKGB_02036","OHGNPAHP_02693","GLJEHEMI_02508","KBLPGKMM_00213","FIBKOHBH_01696","KLKGDDID_02735","KHAGAGIB_02056","DLEBNIDD_00789","IJNFKBKA_01343","FHJCNOBE_00960","","FBFFAOJI_00989","BCOIPCNK_00803"
"group_3250","","hypothetical protein",541,541,1,1,1171,1,1058,"",446,446,446,"NHHFDHOA_04171","LNFOPOPD_04159","LNNOOKGB_04604","OHGNPAHP_04650","GLJEHEMI_04386","KBLPGKMM_03468","FIBKOHBH_04031","KLKGDDID_04552","KHAGAGIB_04602","DLEBNIDD_04157","IJNFKBKA_04521","FHJCNOBE_04278","CLBIFFHN_04442","","BCOIPCNK_03927"
"group_794","","hypothetical protein",541,541,1,1,177,7,7,"",212,431,430,"NHHFDHOA_03938","LNFOPOPD_02826","LNNOOKGB_03979","OHGNPAHP_02880","GLJEHEMI_02935","KBLPGKMM_04021","FIBKOHBH_00943","KLKGDDID_03234","KHAGAGIB_01682","DLEBNIDD_01113","IJNFKBKA_02447","FHJCNOBE_01220","CLBIFFHN_01786","FBFFAOJI_01517","BCOIPCNK_01234"
"group_311","rhaS_4","hypothetical protein",540,540,1,1,5699,80,2,"",104,911,105,"NHHFDHOA_03562","LNFOPOPD_03624","LNNOOKGB_01483","OHGNPAHP_03710","GLJEHEMI_03186","KBLPGKMM_01780","FIBKOHBH_02886","KLKGDDID_03484","KHAGAGIB_03549","DLEBNIDD_03594","IJNFKBKA_03688","FHJCNOBE_03708","","FBFFAOJI_02621","BCOIPCNK_03620"
"oadB_1","","Oxaloacetate decarboxylase beta chain",540,540,1,1,2328,167,1,"",146,146,146,"NHHFDHOA_03101","LNFOPOPD_02234","LNNOOKGB_00670","OHGNPAHP_00952","GLJEHEMI_01439","","FIBKOHBH_02982","KLKGDDID_01412","KHAGAGIB_01319","DLEBNIDD_01954","IJNFKBKA_02630","FHJCNOBE_00817","CLBIFFHN_01497","FBFFAOJI_01802","BCOIPCNK_00668"
"oadB_2","","Oxaloacetate decarboxylase beta chain",540,540,1,1,4195,122,1,"",146,146,146,"NHHFDHOA_04191","LNFOPOPD_04139","LNNOOKGB_01933","OHGNPAHP_00001","GLJEHEMI_01440","","FIBKOHBH_04051","KLKGDDID_02270","KHAGAGIB_04590","DLEBNIDD_04319","IJNFKBKA_03375","FHJCNOBE_04386","CLBIFFHN_02378","FBFFAOJI_04327","BCOIPCNK_03965"
"potA_1","","Spermidine/putrescine import ATP-binding protein PotA",540,540,1,1,4316,112,2,"",605,1133,1132,"NHHFDHOA_02674","LNFOPOPD_00786","LNNOOKGB_01819","OHGNPAHP_00115","GLJEHEMI_01554","KBLPGKMM_03345","FIBKOHBH_01571","KLKGDDID_02384","KHAGAGIB_00044","","IJNFKBKA_02841","FHJCNOBE_00371","","FBFFAOJI_02372","BCOIPCNK_01893"
"group_110","exuT_1","Hexuronate transporter",539,539,1,1,5079,1,138,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",137,1286,1264,"NHHFDHOA_00527","LNFOPOPD_01657","LNNOOKGB_01121","OHGNPAHP_00869","GLJEHEMI_00324","KBLPGKMM_00673","FIBKOHBH_00601","KLKGDDID_00424","KHAGAGIB_01555","DLEBNIDD_00237","IJNFKBKA_03184","FHJCNOBE_04088","CLBIFFHN_01414","FBFFAOJI_00083","BCOIPCNK_01495"
"group_1405","","hypothetical protein",539,539,1,1,255,15,3,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1178,1268,1267,"NHHFDHOA_02645","LNFOPOPD_03112","LNNOOKGB_02779","OHGNPAHP_04445","GLJEHEMI_03920","KBLPGKMM_04573","FIBKOHBH_02047","KLKGDDID_03963","KHAGAGIB_04264","DLEBNIDD_01316","IJNFKBKA_04664","FHJCNOBE_04491","","FBFFAOJI_04376","BCOIPCNK_04430"
"pir","","PI protein",539,539,1,1,1170,1,1056,"",734,836,835,"NHHFDHOA_04172","LNFOPOPD_04158","LNNOOKGB_04603","OHGNPAHP_04649","GLJEHEMI_04385","KBLPGKMM_03467","FIBKOHBH_04032","KLKGDDID_04553","KHAGAGIB_04603","DLEBNIDD_04156","IJNFKBKA_04522","FHJCNOBE_04279","CLBIFFHN_04443","","BCOIPCNK_03928"
"group_2690","","hypothetical protein",539,539,1,1,1899,5,5,"",209,209,209,"NHHFDHOA_03717","LNFOPOPD_00324","LNNOOKGB_00760","OHGNPAHP_02155","GLJEHEMI_02203","KBLPGKMM_03010","FIBKOHBH_00090","KLKGDDID_01946","KHAGAGIB_00579","DLEBNIDD_03365","IJNFKBKA_00277","FHJCNOBE_03589","","FBFFAOJI_00497","BCOIPCNK_03482"
"fimD_1","","Outer membrane usher protein FimD",539,539,1,1,69,129,1,"",2159,2630,2536,"NHHFDHOA_00062","LNFOPOPD_01155","LNNOOKGB_02351","OHGNPAHP_01682","GLJEHEMI_03664","KBLPGKMM_03126","","KLKGDDID_01795","KHAGAGIB_03706","DLEBNIDD_02386","IJNFKBKA_02307","FHJCNOBE_01565","CLBIFFHN_03890","FBFFAOJI_03214","BCOIPCNK_02935"
"cynT","","hypothetical protein",539,539,1,1,1183,1,1073,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",308,740,737,"NHHFDHOA_04160","LNFOPOPD_04170","LNNOOKGB_04144","OHGNPAHP_04661","GLJEHEMI_04397","KBLPGKMM_03479","FIBKOHBH_04020","KLKGDDID_04541","KHAGAGIB_04591","DLEBNIDD_04168","IJNFKBKA_04510","FHJCNOBE_04267","CLBIFFHN_04431","","BCOIPCNK_03916"
"cybB","","Cytochrome b561",539,539,1,1,4968,97,1,"",377,530,528,"NHHFDHOA_00618","LNFOPOPD_01748","","OHGNPAHP_00778","GLJEHEMI_00233","KBLPGKMM_00583","FIBKOHBH_00510","KLKGDDID_00510","KHAGAGIB_01464","DLEBNIDD_00147","IJNFKBKA_00600","FHJCNOBE_02534","","FBFFAOJI_00174","BCOIPCNK_01404"
"group_1686","","hypothetical protein",538,538,1,1,1151,1,1032,"",323,1133,1125,"NHHFDHOA_04188","LNFOPOPD_04141","LNNOOKGB_04586","OHGNPAHP_04633","GLJEHEMI_04368","KBLPGKMM_03450","FIBKOHBH_04048","KLKGDDID_04569","KHAGAGIB_04620","DLEBNIDD_04570","IJNFKBKA_04538","FHJCNOBE_04295","CLBIFFHN_04469","","BCOIPCNK_03944"
"group_3261","","hypothetical protein",538,538,1,1,1152,1,1034,"",227,227,227,"NHHFDHOA_04187","LNFOPOPD_04142","LNNOOKGB_04587","OHGNPAHP_04634","GLJEHEMI_04369","KBLPGKMM_03451","FIBKOHBH_04047","KLKGDDID_04568","KHAGAGIB_04619","DLEBNIDD_04569","IJNFKBKA_04537","FHJCNOBE_04294","CLBIFFHN_04468","","BCOIPCNK_03943"
"group_2291","","hypothetical protein",537,537,1,1,2733,146,1,"",194,194,194,"NHHFDHOA_03360","LNFOPOPD_02415","LNNOOKGB_00489","OHGNPAHP_01133","GLJEHEMI_01259","KBLPGKMM_00867","FIBKOHBH_03708","KLKGDDID_01230","KHAGAGIB_01137","DLEBNIDD_02675","IJNFKBKA_03413","FHJCNOBE_00637","CLBIFFHN_03982","FBFFAOJI_01983","BCOIPCNK_00487"
"sopD2","","Secreted effector protein sopD2",537,537,1,1,4374,174,1,"",368,959,957,"NHHFDHOA_02726","LNFOPOPD_00734","LNNOOKGB_01767","OHGNPAHP_00167","GLJEHEMI_01606","KBLPGKMM_04072","FIBKOHBH_01519","KLKGDDID_02436","KHAGAGIB_00096","DLEBNIDD_02512","IJNFKBKA_02789","FHJCNOBE_00319","CLBIFFHN_02842","FBFFAOJI_02320","BCOIPCNK_01945"
