"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1461785","SRR3097426","SRR5877170","SRR14766359","SRR8728065","SRR11068404","NDSU1","SRR14766419","SRR12075372","SRR14766452","SRR11101167","SRR1333873","SRR14766421","SRR14766430","SRR12418434"
"group_3250","","hypothetical protein",541,541,1,1,1171,1,1058,"",446,446,446,"JAFODMFN_04633","","GJPDLPPO_03952","PLKMKOCD_04622","OMPAEEHE_04126","NHHFDHOA_04171","GEPIEMCB_04449","JCGPGLCM_04504","OHGDDBEJ_04587","APEDILLO_04566","ELELPFCC_04255","DCMJPIDO_04272","","GHDKDIHM_04116","FECNONKH_04487"
"group_794","","hypothetical protein",541,541,1,1,177,7,7,"",212,431,430,"JAFODMFN_03082","PBDKJOHP_03109","GJPDLPPO_01497","PLKMKOCD_01879","OMPAEEHE_00947","NHHFDHOA_03938","GEPIEMCB_01455","JCGPGLCM_01384","OHGDDBEJ_02505","APEDILLO_04309","ELELPFCC_01450","DCMJPIDO_03208","HEDGDFAA_03193","","FECNONKH_02747"
"group_311","rhaS_4","hypothetical protein",540,540,1,1,5699,80,2,"",104,911,105,"JAFODMFN_02833","PBDKJOHP_03436","GJPDLPPO_01957","PLKMKOCD_02008","OMPAEEHE_03646","NHHFDHOA_03562","GEPIEMCB_03415","JCGPGLCM_03355","OHGDDBEJ_03695","APEDILLO_02175","ELELPFCC_02145","","HEDGDFAA_01739","GHDKDIHM_03223","FECNONKH_03434"
"oadB_1","","Oxaloacetate decarboxylase beta chain",540,540,1,1,2328,167,1,"",146,146,146,"JAFODMFN_00001","","GJPDLPPO_03151","PLKMKOCD_00367","OMPAEEHE_02925","NHHFDHOA_03101","","JCGPGLCM_00403","OHGDDBEJ_00672","APEDILLO_00001","ELELPFCC_03188","DCMJPIDO_00001","HEDGDFAA_01345","GHDKDIHM_02577","FECNONKH_02237"
"oadB_2","","Oxaloacetate decarboxylase beta chain",540,540,1,1,4195,122,1,"",146,146,146,"JAFODMFN_01154","","GJPDLPPO_04034","PLKMKOCD_02626","OMPAEEHE_04206","NHHFDHOA_04191","","JCGPGLCM_03242","OHGDDBEJ_04151","APEDILLO_00643","ELELPFCC_04293","DCMJPIDO_01207","HEDGDFAA_02294","GHDKDIHM_03992","FECNONKH_03779"
"potA_1","","Spermidine/putrescine import ATP-binding protein PotA",540,540,1,1,4316,112,2,"",605,1133,1132,"JAFODMFN_01040","PBDKJOHP_03770","GJPDLPPO_02975","PLKMKOCD_03092","OMPAEEHE_00530","NHHFDHOA_02674","GEPIEMCB_03279","JCGPGLCM_01718","OHGDDBEJ_02144","APEDILLO_00757","ELELPFCC_02050","DCMJPIDO_01322","HEDGDFAA_02782","","FECNONKH_00044"
"group_110","exuT_1","Hexuronate transporter",539,539,1,1,5079,1,138,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",137,1286,1264,"JAFODMFN_01917","PBDKJOHP_00515","GJPDLPPO_00532","","OMPAEEHE_03854","NHHFDHOA_00527","GEPIEMCB_00324","JCGPGLCM_01851","OHGDDBEJ_01199","APEDILLO_03596","ELELPFCC_00527","","","GHDKDIHM_03327","FECNONKH_03510"
"group_1405","","hypothetical protein",539,539,1,1,255,15,3,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1178,1268,1267,"JAFODMFN_03475","PBDKJOHP_04121","GJPDLPPO_04256","PLKMKOCD_03124","OMPAEEHE_04386","NHHFDHOA_02645","GEPIEMCB_01975","JCGPGLCM_04403","OHGDDBEJ_04223","APEDILLO_02983","ELELPFCC_04412","DCMJPIDO_04427","","","FECNONKH_04147"
"pir","","PI protein",539,539,1,1,1170,1,1056,"",734,836,835,"JAFODMFN_04632","","GJPDLPPO_03951","PLKMKOCD_04621","OMPAEEHE_04127","NHHFDHOA_04172","GEPIEMCB_04450","JCGPGLCM_04505","OHGDDBEJ_04588","APEDILLO_04567","ELELPFCC_04256","DCMJPIDO_04271","","GHDKDIHM_04117","FECNONKH_04488"
"group_2690","","hypothetical protein",539,539,1,1,1899,5,5,"",209,209,209,"JAFODMFN_02089","PBDKJOHP_01295","GJPDLPPO_03183","PLKMKOCD_03578","OMPAEEHE_03006","NHHFDHOA_03717","GEPIEMCB_02509","","OHGDDBEJ_01800","APEDILLO_01217","ELELPFCC_00867","DCMJPIDO_02229","","GHDKDIHM_00933","FECNONKH_03600"
"fimD_1","","Outer membrane usher protein FimD",539,539,1,1,69,129,1,"",2159,2630,2536,"JAFODMFN_01538","PBDKJOHP_03215","GJPDLPPO_01177","","OMPAEEHE_02604","NHHFDHOA_00062","GEPIEMCB_02038","","OHGDDBEJ_00734","APEDILLO_03470","ELELPFCC_00062","DCMJPIDO_02078","HEDGDFAA_01180","GHDKDIHM_00782","FECNONKH_03192"
"cynT","","hypothetical protein",539,539,1,1,1183,1,1073,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",308,740,737,"JAFODMFN_04644","","GJPDLPPO_03963","PLKMKOCD_04491","OMPAEEHE_04115","NHHFDHOA_04160","GEPIEMCB_04438","JCGPGLCM_04636","OHGDDBEJ_04576","APEDILLO_04555","ELELPFCC_04244","DCMJPIDO_04283","HEDGDFAA_04352","GHDKDIHM_04105","FECNONKH_04476"
"cybB","","Cytochrome b561",539,539,1,1,4968,97,1,"",377,530,528,"JAFODMFN_01832","PBDKJOHP_00424","GJPDLPPO_00623","","OMPAEEHE_02473","NHHFDHOA_00618","GEPIEMCB_00233","","OHGDDBEJ_01290","APEDILLO_02817","ELELPFCC_00617","DCMJPIDO_00973","","GHDKDIHM_02213","FECNONKH_04537"
"group_1686","","hypothetical protein",538,538,1,1,1151,1,1032,"",323,1133,1125,"JAFODMFN_04615","","GJPDLPPO_03934","PLKMKOCD_04637","OMPAEEHE_04143","NHHFDHOA_04188","GEPIEMCB_04467","JCGPGLCM_04522","OHGDDBEJ_04604","APEDILLO_04583","ELELPFCC_04272","DCMJPIDO_04255","","GHDKDIHM_04134","FECNONKH_04504"
"group_3261","","hypothetical protein",538,538,1,1,1152,1,1034,"",227,227,227,"JAFODMFN_04616","","GJPDLPPO_03935","PLKMKOCD_04582","OMPAEEHE_04142","NHHFDHOA_04187","GEPIEMCB_04466","JCGPGLCM_04521","OHGDDBEJ_04603","APEDILLO_04582","ELELPFCC_04271","DCMJPIDO_04256","","GHDKDIHM_04133","FECNONKH_04503"
"group_2291","","hypothetical protein",537,537,1,1,2733,146,1,"",194,194,194,"JAFODMFN_00183","PBDKJOHP_01616","GJPDLPPO_04082","","","NHHFDHOA_03360","GEPIEMCB_01230","JCGPGLCM_00223","OHGDDBEJ_00490","APEDILLO_00182","ELELPFCC_01496","DCMJPIDO_00182","HEDGDFAA_03686","GHDKDIHM_02396","FECNONKH_03941"
"sopD2","","Secreted effector protein sopD2",537,537,1,1,4374,174,1,"",368,959,957,"JAFODMFN_00988","PBDKJOHP_03819","GJPDLPPO_02923","PLKMKOCD_02654","OMPAEEHE_00582","NHHFDHOA_02726","GEPIEMCB_03227","JCGPGLCM_01666","OHGDDBEJ_02092","APEDILLO_00809","ELELPFCC_01998","DCMJPIDO_01374","HEDGDFAA_03547","GHDKDIHM_00048","FECNONKH_00096"
"virB4","","Type IV secretion system protein virB4",535,535,1,1,1155,1,1039,"",1517,2753,2745,"JAFODMFN_04618","","GJPDLPPO_03937","PLKMKOCD_04580","OMPAEEHE_04140","NHHFDHOA_04185","GEPIEMCB_04464","JCGPGLCM_04519","OHGDDBEJ_04601","APEDILLO_04580","ELELPFCC_04269","DCMJPIDO_04258","","GHDKDIHM_04131","FECNONKH_04501"
"group_1891","","hypothetical protein",535,535,1,1,4763,111,1,"",458,458,458,"JAFODMFN_01639","PBDKJOHP_00231","GJPDLPPO_00816","PLKMKOCD_02414","OMPAEEHE_04001","NHHFDHOA_00811","GEPIEMCB_00040","JCGPGLCM_03067","OHGDDBEJ_01483","APEDILLO_04226","ELELPFCC_00810","DCMJPIDO_01168","HEDGDFAA_03003","GHDKDIHM_00408","FECNONKH_01498"
"group_3249","","hypothetical protein",535,535,1,1,1172,1,1059,"",353,353,353,"JAFODMFN_04634","","GJPDLPPO_03953","","OMPAEEHE_04125","NHHFDHOA_04170","GEPIEMCB_04448","JCGPGLCM_04503","OHGDDBEJ_04586","APEDILLO_04565","ELELPFCC_04254","DCMJPIDO_04273","","GHDKDIHM_04115","FECNONKH_04486"
"rfbJ","","CDP-abequose synthase",535,535,1,1,5758,16,4,"",491,824,822,"JAFODMFN_02887","PBDKJOHP_03382","GJPDLPPO_01903","PLKMKOCD_00216","","NHHFDHOA_03509","GEPIEMCB_03469","JCGPGLCM_02085","OHGDDBEJ_03352","APEDILLO_02229","ELELPFCC_02199","DCMJPIDO_03013","HEDGDFAA_01854","GHDKDIHM_03277","FECNONKH_01930"
"group_433","","Invasin",534,534,1,1,1259,1,1140,"",227,932,559,"JAFODMFN_04681","","GJPDLPPO_03887","PLKMKOCD_03996","OMPAEEHE_04190","NHHFDHOA_04144","GEPIEMCB_04423","JCGPGLCM_03853","OHGDDBEJ_04609","","ELELPFCC_04229","DCMJPIDO_04298","HEDGDFAA_04634","",""
"group_579","","hypothetical protein",534,534,1,1,4561,9,3,"",272,371,364,"JAFODMFN_00820","PBDKJOHP_00042","GJPDLPPO_03551","PLKMKOCD_02949","OMPAEEHE_00751","NHHFDHOA_01002","GEPIEMCB_03700","JCGPGLCM_00611","OHGDDBEJ_01923","APEDILLO_00977","ELELPFCC_01830","DCMJPIDO_01542","","GHDKDIHM_00216","FECNONKH_00265"
"aceF","","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex",533,533,1,1,2441,92,1,"",1187,1889,1887,"JAFODMFN_03519","PBDKJOHP_01894","GJPDLPPO_02511","PLKMKOCD_01550","OMPAEEHE_03289","NHHFDHOA_02849","GEPIEMCB_03950","JCGPGLCM_02308","OHGDDBEJ_03101","APEDILLO_02479","ELELPFCC_02683","DCMJPIDO_03503","","GHDKDIHM_02816","FECNONKH_03268"
"aroP","","Aromatic amino acid transport protein AroP",533,533,1,1,2444,99,2,"",446,1370,1367,"JAFODMFN_03522","PBDKJOHP_01891","GJPDLPPO_02514","PLKMKOCD_01553","OMPAEEHE_03292","NHHFDHOA_02852","GEPIEMCB_03953","JCGPGLCM_02305","OHGDDBEJ_03098","APEDILLO_02482","ELELPFCC_02686","DCMJPIDO_03500","","GHDKDIHM_02819","FECNONKH_03265"
"group_1675","","hypothetical protein",533,533,1,1,1231,1,1106,"",761,869,863,"JAFODMFN_04512","","GJPDLPPO_03913","PLKMKOCD_03949","OMPAEEHE_04164","NHHFDHOA_04118","GEPIEMCB_04397","JCGPGLCM_03827","OHGDDBEJ_04479","","ELELPFCC_04203","DCMJPIDO_04325","HEDGDFAA_04020","GHDKDIHM_04155","FECNONKH_04513"
"group_1688","","hypothetical protein",533,533,1,1,1226,1,1101,"",695,740,739,"JAFODMFN_04507","","GJPDLPPO_03918","PLKMKOCD_03944","OMPAEEHE_04159","NHHFDHOA_04113","GEPIEMCB_04483","JCGPGLCM_03822","OHGDDBEJ_04474","","ELELPFCC_04288","DCMJPIDO_04330","HEDGDFAA_04025","GHDKDIHM_04150","FECNONKH_04518"
"group_1689","","hypothetical protein",533,533,1,1,1228,1,1103,"",233,452,451,"JAFODMFN_04509","","GJPDLPPO_03916","PLKMKOCD_03946","OMPAEEHE_04161","NHHFDHOA_04115","GEPIEMCB_04485","JCGPGLCM_03824","OHGDDBEJ_04476","","ELELPFCC_04290","DCMJPIDO_04328","HEDGDFAA_04023","GHDKDIHM_04152","FECNONKH_04516"
"pld","","Phospholipase D",533,533,1,1,1229,1,1104,"",239,248,247,"JAFODMFN_04510","","GJPDLPPO_03915","PLKMKOCD_03947","OMPAEEHE_04162","NHHFDHOA_04116","GEPIEMCB_04486","JCGPGLCM_03825","OHGDDBEJ_04477","","ELELPFCC_04291","DCMJPIDO_04327","HEDGDFAA_04022","GHDKDIHM_04153","FECNONKH_04515"
"finO","","Fertility inhibition protein",533,533,1,1,1227,1,1102,"",563,563,563,"JAFODMFN_04508","","GJPDLPPO_03917","PLKMKOCD_03945","OMPAEEHE_04160","NHHFDHOA_04114","GEPIEMCB_04484","JCGPGLCM_03823","OHGDDBEJ_04475","","ELELPFCC_04289","DCMJPIDO_04329","HEDGDFAA_04024","GHDKDIHM_04151","FECNONKH_04517"
"group_3268","","hypothetical protein",533,533,1,1,1230,1,1105,"",245,245,245,"JAFODMFN_04511","","GJPDLPPO_03914","PLKMKOCD_03948","OMPAEEHE_04163","NHHFDHOA_04117","GEPIEMCB_04487","JCGPGLCM_03826","OHGDDBEJ_04478","","ELELPFCC_04292","DCMJPIDO_04326","HEDGDFAA_04021","GHDKDIHM_04154","FECNONKH_04514"
"group_423","","hypothetical protein",533,533,1,1,2492,1,11,"",551,1610,1438,"JAFODMFN_03568","PBDKJOHP_01845","GJPDLPPO_02560","PLKMKOCD_01599","OMPAEEHE_03338","NHHFDHOA_02898","GEPIEMCB_03999","JCGPGLCM_02259","OHGDDBEJ_03052","APEDILLO_02528","ELELPFCC_02732","DCMJPIDO_03454","HEDGDFAA_02598","GHDKDIHM_02865","FECNONKH_03788"
"group_1676","","hypothetical protein",532,532,1,1,1235,1,1110,"",197,206,197,"JAFODMFN_04516","","GJPDLPPO_03909","PLKMKOCD_03953","OMPAEEHE_04168","NHHFDHOA_04122","GEPIEMCB_04401","JCGPGLCM_03831","OHGDDBEJ_04483","","ELELPFCC_04207","DCMJPIDO_04321","HEDGDFAA_04605","GHDKDIHM_04159","FECNONKH_04509"
"group_3226","","hypothetical protein",532,532,1,1,1233,1,1108,"",173,173,173,"JAFODMFN_04514","","GJPDLPPO_03911","PLKMKOCD_03951","OMPAEEHE_04166","NHHFDHOA_04120","GEPIEMCB_04399","JCGPGLCM_03829","OHGDDBEJ_04481","","ELELPFCC_04205","DCMJPIDO_04323","HEDGDFAA_04603","GHDKDIHM_04157","FECNONKH_04511"
"group_3227","","hypothetical protein",532,532,1,1,1234,1,1109,"",203,203,203,"JAFODMFN_04515","","GJPDLPPO_03910","PLKMKOCD_03952","OMPAEEHE_04167","NHHFDHOA_04121","GEPIEMCB_04400","JCGPGLCM_03830","OHGDDBEJ_04482","","ELELPFCC_04206","DCMJPIDO_04322","HEDGDFAA_04604","GHDKDIHM_04158","FECNONKH_04510"
"group_3229","","hypothetical protein",532,532,1,1,1237,1,1112,"",569,569,569,"JAFODMFN_04518","","GJPDLPPO_03907","PLKMKOCD_03955","OMPAEEHE_04170","NHHFDHOA_04124","GEPIEMCB_04403","JCGPGLCM_03833","OHGDDBEJ_04485","","ELELPFCC_04209","DCMJPIDO_04319","HEDGDFAA_04607","GHDKDIHM_04161","FECNONKH_04507"
"group_3225","","hypothetical protein",531,531,1,1,1232,1,1107,"",176,176,176,"JAFODMFN_04513","","GJPDLPPO_03912","PLKMKOCD_03950","OMPAEEHE_04165","NHHFDHOA_04119","GEPIEMCB_04398","JCGPGLCM_03828","OHGDDBEJ_04480","","ELELPFCC_04204","DCMJPIDO_04324","HEDGDFAA_04602","GHDKDIHM_04156","FECNONKH_04512"
"group_3228","","hypothetical protein",531,531,1,1,1236,1,1111,"",794,794,794,"JAFODMFN_04517","","GJPDLPPO_03908","PLKMKOCD_03954","OMPAEEHE_04169","NHHFDHOA_04123","GEPIEMCB_04402","JCGPGLCM_03832","OHGDDBEJ_04484","","ELELPFCC_04208","DCMJPIDO_04320","HEDGDFAA_04606","GHDKDIHM_04160","FECNONKH_04508"
"group_3231","","hypothetical protein",531,531,1,1,1239,1,1114,"",797,797,797,"JAFODMFN_04520","","GJPDLPPO_03905","PLKMKOCD_03978","OMPAEEHE_04172","NHHFDHOA_04126","GEPIEMCB_04405","JCGPGLCM_03835","OHGDDBEJ_04487","","ELELPFCC_04211","DCMJPIDO_04317","HEDGDFAA_04411","GHDKDIHM_04163",""
"group_3232","","hypothetical protein",531,531,1,1,1243,1,1118,"",572,572,572,"JAFODMFN_04524","","GJPDLPPO_03901","PLKMKOCD_03982","OMPAEEHE_04176","NHHFDHOA_04130","GEPIEMCB_04409","JCGPGLCM_03839","OHGDDBEJ_04491","","ELELPFCC_04215","DCMJPIDO_04312","HEDGDFAA_04415","GHDKDIHM_04167",""
"group_4619","","hypothetical protein",531,531,1,1,1242,1,1117,"",98,98,98,"JAFODMFN_04523","","GJPDLPPO_03902","PLKMKOCD_03981","OMPAEEHE_04175","NHHFDHOA_04129","GEPIEMCB_04408","JCGPGLCM_03838","OHGDDBEJ_04490","","ELELPFCC_04214","DCMJPIDO_04313","HEDGDFAA_04414","GHDKDIHM_04166",""
"group_510","","hypothetical protein",531,531,1,1,477,1,213,"",140,2177,2173,"JAFODMFN_04666","PBDKJOHP_04560","GJPDLPPO_04594","PLKMKOCD_04231","OMPAEEHE_04644","NHHFDHOA_04605","GEPIEMCB_01763","JCGPGLCM_04544","OHGDDBEJ_04624","APEDILLO_04606","ELELPFCC_04624","DCMJPIDO_04646","HEDGDFAA_04345","GHDKDIHM_04624","FECNONKH_04589"
"group_815","panE_2","2-dehydropantoate 2-reductase",531,531,1,1,671,1,687,"",362,362,362,"","PBDKJOHP_02473","GJPDLPPO_01354","PLKMKOCD_01285","OMPAEEHE_01090","NHHFDHOA_02341","GEPIEMCB_01599","JCGPGLCM_01527","OHGDDBEJ_02648","APEDILLO_03219","ELELPFCC_01307","","HEDGDFAA_00561","GHDKDIHM_02000","FECNONKH_01678"
"group_1656","","hypothetical protein",530,530,1,1,5650,1,270,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",641,962,961,"JAFODMFN_02787","PBDKJOHP_04207","GJPDLPPO_02003","","","NHHFDHOA_03608","GEPIEMCB_04251","JCGPGLCM_04634","OHGDDBEJ_03741","APEDILLO_02129","ELELPFCC_02099","DCMJPIDO_02914","HEDGDFAA_04625","GHDKDIHM_04366","FECNONKH_04618"
"group_1677","","hypothetical protein",530,530,1,1,1250,1,1132,"",155,230,229,"JAFODMFN_04530","","GJPDLPPO_03895","PLKMKOCD_03988","OMPAEEHE_04182","NHHFDHOA_04136","GEPIEMCB_04415","JCGPGLCM_03845","OHGDDBEJ_04497","","ELELPFCC_04221","DCMJPIDO_04306","HEDGDFAA_04421","GHDKDIHM_04173",""
"treZ","","Malto-oligosyltrehalose trehalohydrolase",530,530,1,1,5069,17,6,"",629,2867,1787,"JAFODMFN_01910","PBDKJOHP_00507","GJPDLPPO_00540","","OMPAEEHE_03862","NHHFDHOA_00535","GEPIEMCB_00316","JCGPGLCM_01843","OHGDDBEJ_01207","APEDILLO_03588","ELELPFCC_00535","DCMJPIDO_00891","","GHDKDIHM_03319","FECNONKH_03502"
"group_3230","","hypothetical protein",530,530,1,1,1238,1,1113,"",272,272,272,"JAFODMFN_04519","","GJPDLPPO_03906","PLKMKOCD_03977","OMPAEEHE_04171","NHHFDHOA_04125","GEPIEMCB_04404","JCGPGLCM_03834","OHGDDBEJ_04486","","ELELPFCC_04210","DCMJPIDO_04318","HEDGDFAA_04410","GHDKDIHM_04162",""
"group_3233","","hypothetical protein",530,530,1,1,1244,1,1119,"",212,212,212,"JAFODMFN_04525","","GJPDLPPO_03900","PLKMKOCD_03983","OMPAEEHE_04177","NHHFDHOA_04131","GEPIEMCB_04410","JCGPGLCM_03840","OHGDDBEJ_04492","","ELELPFCC_04216","DCMJPIDO_04311","HEDGDFAA_04416","GHDKDIHM_04168",""
"group_3235","","hypothetical protein",530,530,1,1,1248,1,1130,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",266,266,266,"JAFODMFN_04528","","GJPDLPPO_03897","PLKMKOCD_03986","OMPAEEHE_04180","NHHFDHOA_04134","GEPIEMCB_04413","JCGPGLCM_03843","OHGDDBEJ_04495","","ELELPFCC_04219","DCMJPIDO_04308","HEDGDFAA_04419","GHDKDIHM_04171",""
"vapC_2","","tRNA(fMet)-specific endonuclease VapC",530,530,1,1,1249,1,1131,"",428,428,428,"JAFODMFN_04529","","GJPDLPPO_03896","PLKMKOCD_03987","OMPAEEHE_04181","NHHFDHOA_04135","GEPIEMCB_04414","JCGPGLCM_03844","OHGDDBEJ_04496","","ELELPFCC_04220","DCMJPIDO_04307","HEDGDFAA_04420","GHDKDIHM_04172",""
"traI","","Multifunctional conjugation protein TraI",530,530,1,1,1225,1,1099,"",2390,4286,4272,"JAFODMFN_04506","","GJPDLPPO_03919","PLKMKOCD_03943","OMPAEEHE_04158","NHHFDHOA_04112","GEPIEMCB_04482","JCGPGLCM_03821","OHGDDBEJ_04473","","ELELPFCC_04287","DCMJPIDO_04331","HEDGDFAA_04026","GHDKDIHM_04149","FECNONKH_04519"
"gadX_2","","HTH-type transcriptional regulator GadX",530,530,1,1,2126,12,2,"",251,875,861,"JAFODMFN_01267","PBDKJOHP_03009","GJPDLPPO_00907","","OMPAEEHE_01972","NHHFDHOA_00332","GEPIEMCB_02308","JCGPGLCM_03019","OHGDDBEJ_01004","APEDILLO_01963","ELELPFCC_00332","DCMJPIDO_01806","HEDGDFAA_02536","GHDKDIHM_00513","FECNONKH_00680"
"group_3234","","hypothetical protein",529,529,1,1,1245,1,1120,"",146,146,146,"JAFODMFN_04526","","GJPDLPPO_03899","PLKMKOCD_03984","OMPAEEHE_04178","NHHFDHOA_04132","GEPIEMCB_04411","JCGPGLCM_03841","OHGDDBEJ_04493","","ELELPFCC_04217","DCMJPIDO_04310","HEDGDFAA_04417","GHDKDIHM_04169",""
"ccdA","","Antitoxin CcdA",529,529,1,1,1251,1,1133,"",218,218,218,"JAFODMFN_04531","","GJPDLPPO_03894","PLKMKOCD_03989","OMPAEEHE_04183","NHHFDHOA_04137","GEPIEMCB_04416","JCGPGLCM_03846","OHGDDBEJ_04498","","ELELPFCC_04222","DCMJPIDO_04305","HEDGDFAA_04422","GHDKDIHM_04174",""
"ccdB_2","","Toxin CcdB",529,529,1,1,1252,1,1134,"",305,305,305,"JAFODMFN_04532","","GJPDLPPO_03893","PLKMKOCD_03990","OMPAEEHE_04184","NHHFDHOA_04138","GEPIEMCB_04417","JCGPGLCM_03847","OHGDDBEJ_04499","","ELELPFCC_04223","DCMJPIDO_04304","HEDGDFAA_04423","GHDKDIHM_04175",""
"group_1658","","hypothetical protein",528,528,1,1,5642,1,278,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1184,1520,1519,"JAFODMFN_02780","PBDKJOHP_04214","GJPDLPPO_02010","PLKMKOCD_04640","OMPAEEHE_04620","NHHFDHOA_03615","GEPIEMCB_04258","JCGPGLCM_04619","OHGDDBEJ_03748","APEDILLO_02122","ELELPFCC_04585","DCMJPIDO_02907","HEDGDFAA_04627","GHDKDIHM_04373",""
"xerC_3","","Tyrosine recombinase XerC",528,528,1,1,1255,1,1137,"",542,782,781,"JAFODMFN_04535","","GJPDLPPO_03890","PLKMKOCD_03993","OMPAEEHE_04187","NHHFDHOA_04141","GEPIEMCB_04420","JCGPGLCM_03850","OHGDDBEJ_04606","","ELELPFCC_04226","DCMJPIDO_04301","HEDGDFAA_04426","",""
"yjiK_3","","putative protein YjiK",528,528,1,1,1246,1,1128,"",425,848,846,"JAFODMFN_04527","","GJPDLPPO_03898","PLKMKOCD_03985","OMPAEEHE_04179","NHHFDHOA_04133","GEPIEMCB_04412","JCGPGLCM_03842","OHGDDBEJ_04494","","ELELPFCC_04218","DCMJPIDO_04309","HEDGDFAA_04418","GHDKDIHM_04170",""
"dnaB_2","","Replicative DNA helicase",528,528,1,1,499,1,196,"",446,1376,1166,"JAFODMFN_04649","PBDKJOHP_04577","GJPDLPPO_04611","PLKMKOCD_04214","OMPAEEHE_04661","NHHFDHOA_04622","GEPIEMCB_01746","JCGPGLCM_04561","OHGDDBEJ_04641","APEDILLO_04589","ELELPFCC_04641","DCMJPIDO_04663","HEDGDFAA_04328","GHDKDIHM_04607","FECNONKH_04572"
"group_702","","hypothetical protein",528,528,1,1,5251,117,2,"",428,959,957,"JAFODMFN_03814","PBDKJOHP_02069","GJPDLPPO_03348","PLKMKOCD_02067","OMPAEEHE_01308","NHHFDHOA_01158","GEPIEMCB_00482","JCGPGLCM_01306","OHGDDBEJ_02427","APEDILLO_02716","ELELPFCC_02854","DCMJPIDO_00724","HEDGDFAA_00789","GHDKDIHM_01783",""
"group_1","","hypothetical protein",527,527,1,1,608,42,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",113,140,125,"","PBDKJOHP_02415","GJPDLPPO_01296","PLKMKOCD_04033","OMPAEEHE_01148","NHHFDHOA_02283","GEPIEMCB_01657","JCGPGLCM_01585","OHGDDBEJ_02706","APEDILLO_03961","ELELPFCC_01249","DCMJPIDO_03407","HEDGDFAA_00619","GHDKDIHM_01942","FECNONKH_01620"
"group_1064","","hypothetical protein",527,527,1,1,1254,1,1136,"",404,521,520,"JAFODMFN_04534","","GJPDLPPO_03891","PLKMKOCD_03992","OMPAEEHE_04186","NHHFDHOA_04140","GEPIEMCB_04419","JCGPGLCM_03849","OHGDDBEJ_04605","","ELELPFCC_04225","DCMJPIDO_04302","HEDGDFAA_04425","GHDKDIHM_04177",""
"group_1346","","hypothetical protein",527,527,1,1,166,140,1,"",221,437,436,"JAFODMFN_03074","PBDKJOHP_03100","GJPDLPPO_04394","PLKMKOCD_04432","OMPAEEHE_00938","NHHFDHOA_03930","GEPIEMCB_01447","JCGPGLCM_03957","OHGDDBEJ_04382","APEDILLO_04301","ELELPFCC_01459","DCMJPIDO_03200","","GHDKDIHM_04233","FECNONKH_02755"
"group_3239","","hypothetical protein",527,527,1,1,1253,1,1135,"",290,290,290,"JAFODMFN_04533","","GJPDLPPO_03892","PLKMKOCD_03991","OMPAEEHE_04185","NHHFDHOA_04139","GEPIEMCB_04418","JCGPGLCM_03848","OHGDDBEJ_04500","","ELELPFCC_04224","DCMJPIDO_04303","HEDGDFAA_04424","GHDKDIHM_04176",""
"group_326","","IS200/IS605 family transposase ISEc46",525,525,1,1,1260,1,1141,"",308,377,358,"JAFODMFN_04680","PBDKJOHP_04546","GJPDLPPO_03886","PLKMKOCD_03997","OMPAEEHE_04191","NHHFDHOA_04145","GEPIEMCB_04424","JCGPGLCM_03854","OHGDDBEJ_04610","","ELELPFCC_04230","DCMJPIDO_04297","HEDGDFAA_04635","",""
"group_599","","hypothetical protein",525,525,1,1,1241,1,1116,"",281,713,710,"JAFODMFN_04522","","GJPDLPPO_03903","PLKMKOCD_03980","OMPAEEHE_04174","NHHFDHOA_04128","GEPIEMCB_04407","JCGPGLCM_03837","OHGDDBEJ_04489","","ELELPFCC_04213","DCMJPIDO_04314","HEDGDFAA_04413","GHDKDIHM_04165",""
"group_1062","","hypothetical protein",524,524,1,1,1240,1,1115,"",467,764,761,"JAFODMFN_04521","","GJPDLPPO_03904","PLKMKOCD_03979","OMPAEEHE_04173","NHHFDHOA_04127","GEPIEMCB_04406","JCGPGLCM_03836","OHGDDBEJ_04488","","ELELPFCC_04212","DCMJPIDO_04315","HEDGDFAA_04412","GHDKDIHM_04164",""
