"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU10","SRR6310053","SRR3037435","SRR3097528","SRR15146546","SRR980326","SRR15146530","SRR8137073","SRR14766361","SRR14766414","SRR17585407","SRR5905513","NDSU12","SRR14766337","SRR27708427"
"group_3583","","hypothetical protein",3,3,1,1,962,1,974,"",1133,1133,1133,"","","","","","","","","","","","","","",""
"group_3584","","hypothetical protein",3,3,1,1,961,1,975,"",197,197,197,"","","","","","","","","","","","","","",""
"group_3585","","hypothetical protein",3,3,1,1,1339,1,976,"",290,290,290,"","","","","","","","","","","","","","",""
"group_3586","","hypothetical protein",3,3,1,1,1340,1,977,"",1130,1130,1130,"","","","","","","","","","","","","","",""
"group_3587","","hypothetical protein",3,3,1,1,1341,1,978,"",1103,1103,1103,"","","","","","","","","","","","","","",""
"group_3589","","hypothetical protein",3,3,1,1,1337,1,728,"",590,590,590,"","","","","","","","","","","","","","",""
"group_3590","","hypothetical protein",3,3,1,1,1333,1,724,"",1556,1556,1556,"","","","","","","","","","","","","","",""
"group_3593","","hypothetical protein",3,3,1,1,5547,2,67,"",170,170,170,"","","","","","","","","","","","","","",""
"group_3594","","hypothetical protein",3,3,1,1,5546,2,66,"",206,206,206,"","","","","","","","","","","","","","",""
"group_3595","","hypothetical protein",3,3,1,1,5545,2,65,"",1085,1085,1085,"","","","","","","","","","","","","","",""
"group_3596","","hypothetical protein",3,3,1,1,5544,2,64,"",467,467,467,"","","","","","","","","","","","","","",""
"group_3597","","hypothetical protein",3,3,1,1,5543,2,63,"",227,227,227,"","","","","","","","","","","","","","",""
"group_3598","","hypothetical protein",3,3,1,1,5541,2,61,"",905,905,905,"","","","","","","","","","","","","","",""
"group_3599","","hypothetical protein",3,3,1,1,5540,2,60,"",692,692,692,"","","","","","","","","","","","","","",""
"pntB_1","","NAD(P) transhydrogenase subunit beta",3,3,1,1,3579,422,1,"",464,1388,921,"","","","","","","","","","","MAIOMPIG_01615","","","",""
"group_3600","","hypothetical protein",3,3,1,1,5539,2,59,"",665,665,665,"","","","","","","","","","","","","","",""
"group_3601","","hypothetical protein",3,3,1,1,5537,2,57,"",653,653,653,"","","","","","","","","","","","","","",""
"group_3602","","hypothetical protein",3,3,1,1,5535,2,55,"",185,185,185,"","","","","","","","","","","","","","",""
"fdm","","Formaldehyde dismutase",3,3,1,1,388,333,1,"",740,740,740,"","","","","","","","","","","","","","",""
"group_3604","","hypothetical protein",3,3,1,1,5551,2,71,"",284,284,284,"","","","","","","","","","","","","","",""
"intA_3","","Prophage integrase IntA",3,3,1,1,5552,2,72,"",1229,1229,1229,"","","","","","","","","","","","","","",""
"group_3606","","hypothetical protein",3,3,1,1,5553,2,73,"",1466,1466,1466,"","","","","","","","","","","","","","",""
"group_3607","tfaE_2","Prophage tail fiber assembly protein TfaE",3,3,1,1,3556,2,103,"",569,569,569,"","","","","","","","","","","","","","",""
"group_3608","","hypothetical protein",3,3,1,1,3554,2,101,"",602,602,602,"","","","","","","","","","","","","","",""
"group_3609","","hypothetical protein",3,3,1,1,3553,2,100,"",1241,1241,1241,"","","","","","","","","","","","","","",""
"group_3610","","hypothetical protein",3,3,1,1,3552,2,99,"",356,356,356,"","","","","","","","","","","","","","",""
"group_3611","","hypothetical protein",3,3,1,1,3551,2,98,"",677,677,677,"","","","","","","","","","","","","","",""
"group_3612","","hypothetical protein",3,3,1,1,3550,2,97,"",869,869,869,"","","","","","","","","","","","","","",""
"group_3613","","hypothetical protein",3,3,1,1,3549,2,96,"",302,302,302,"","","","","","","","","","","","","","",""
"group_3614","","hypothetical protein",3,3,1,1,3548,2,95,"",710,710,710,"","","","","","","","","","","","","","",""
"group_3615","","hypothetical protein",3,3,1,1,3547,2,94,"",2171,2171,2171,"","","","","","","","","","","","","","",""
"group_3616","","hypothetical protein",3,3,1,1,3546,2,93,"",404,404,404,"","","","","","","","","","","","","","",""
"group_3617","","hypothetical protein",3,3,1,1,3545,2,92,"",446,446,446,"","","","","","","","","","","","","","",""
"group_3618","","hypothetical protein",3,3,1,1,3544,2,91,"",1484,1484,1484,"","","","","","","","","","","","","","",""
"group_3619","","hypothetical protein",3,3,1,1,3543,2,90,"",545,545,545,"","","","","","","","","","","","","","",""
"group_3620","","hypothetical protein",3,3,1,1,3542,2,89,"",365,365,365,"","","","","","","","","","","","","","",""
"group_3621","","hypothetical protein",3,3,1,1,3541,2,88,"",584,584,584,"","","","","","","","","","","","","","",""
"group_3622","","hypothetical protein",3,3,1,1,3540,2,87,"",446,446,446,"","","","","","","","","","","","","","",""
"group_3623","","hypothetical protein",3,3,1,1,3539,2,86,"",347,347,347,"","","","","","","","","","","","","","",""
"group_3624","","hypothetical protein",3,3,1,1,3538,2,85,"",1028,1028,1028,"","","","","","","","","","","","","","",""
"group_3625","","hypothetical protein",3,3,1,1,3537,2,84,"",482,482,482,"","","","","","","","","","","","","","",""
"group_3626","","hypothetical protein",3,3,1,1,3536,2,83,"",1346,1346,1346,"","","","","","","","","","","","","","",""
"group_3627","","hypothetical protein",3,3,1,1,3535,2,82,"",689,689,689,"","","","","","","","","","","","","","",""
"group_3628","","hypothetical protein",3,3,1,1,3534,2,81,"",1520,1520,1520,"","","","","","","","","","","","","","",""
"group_3629","","hypothetical protein",3,3,1,1,3533,2,80,"",1619,1619,1619,"","","","","","","","","","","","","","",""
"group_3630","","hypothetical protein",3,3,1,1,3532,2,79,"",626,626,626,"","","","","","","","","","","","","","",""
"group_3631","","hypothetical protein",3,3,1,1,3531,2,78,"",206,206,206,"","","","","","","","","","","","","","",""
"group_3632","","hypothetical protein",3,3,1,1,3530,2,77,"",182,182,182,"","","","","","","","","","","","","","",""
"group_3633","","hypothetical protein",3,3,1,1,3529,2,76,"",311,311,311,"","","","","","","","","","","","","","",""
"group_3634","","hypothetical protein",3,3,1,39,1,331,1,"Investigate",272,272,272,"","","","","","","","","","","","","","",""
"group_3656","","hypothetical protein",3,3,1,1,3435,1,123,"",887,887,887,"","","","","","","","","","","","","","",""
"group_3657","","IS3 family transposase IS1133",3,3,1,1,3434,1,122,"",275,275,275,"","","","","","","","","","","","","","",""
"group_3664","","hypothetical protein",3,3,1,1,677,1,991,"",509,509,509,"","","","","","","","","","","","","","",""
"group_367","sopD","Secreted effector protein SopD",3,3,1,1,2300,223,1,"",224,953,710,"","","","","","","","","","","","","","",""
"group_3671","","hypothetical protein",3,3,1,1,3399,1,303,"",416,416,416,"","","","","","","","","","","","","","",""
"aer_2","","Aerotaxis receptor",3,3,1,1,3400,1,304,"",1577,1577,1577,"","","","","","","","","","","","","","",""
"group_3673","hin_2","DNA-invertase hin",3,3,1,1,3401,1,305,"",560,560,560,"","","","","","","","","","","","","","",""
"group_369","ptrA_1","Protease 3",3,3,1,1,2306,293,1,"",455,2888,1798,"","","","","","","","","","","","","","",""
"group_3694","","hypothetical protein",3,3,1,1,3837,1,647,"",224,224,224,"","","","","","","","","","","","","","",""
"group_3698","","hypothetical protein",3,3,1,1,3833,1,654,"",281,281,281,"","","","","","","","","","","","","","",""
"group_3699","","hypothetical protein",3,3,1,1,3832,1,653,"",605,605,605,"","","","","","","","","","","","","","",""
"group_3703","","hypothetical protein",3,3,1,50,4,411,4,"",446,446,446,"","","","","","","","","","","","","","",""
"group_3773","repB","RepFIB replication protein A",3,3,1,1,1034,1,916,"",977,977,977,"","","","","","","","","","","","","","",""
"group_3801","","hypothetical protein",3,3,1,1,3839,1,658,"",329,329,329,"","","","","","","","","","","","","","",""
"group_3821","","hypothetical protein",3,3,1,5,3,60,2,"",296,296,296,"","","","","","","","","","","","","","",""
"group_3822","","hypothetical protein",3,3,1,5,4,60,1,"",608,608,608,"","","","","","","","","","","","","","",""
"hin_3","","DNA-invertase hin",3,3,1,1,680,1,999,"",596,596,596,"","","","","","","","","","","","","","",""
"group_3846","","Inosine/xanthosine triphosphatase",3,3,1,1,1,290,1,"",218,218,218,"","","","","","","","","","","","","","",""
"group_385","gltJ","Glutamate/aspartate import permease protein GltJ",3,3,1,1,247,299,1,"",302,740,594,"","","","","","","","","","","","","","",""
"group_3867","","hypothetical protein",3,3,1,48,2,257,3,"",236,236,236,"","","","","","","","","","","","","","",""
"group_3868","","Pentapeptide repeat protein",3,3,1,48,3,257,2,"",680,680,680,"","","","","","","","","","","","","","",""
"pspF_2","","Psp operon transcriptional activator",3,3,1,48,1,257,1,"",197,197,197,"","","","","","","","","","","","","","",""
"group_3894","repB","RepFIB replication protein A",3,3,1,1,824,1,781,"",977,977,977,"","","","","","","","","","","","","","",""
"group_3897","","hypothetical protein",3,3,1,1,1050,1,788,"",380,380,380,"","","","","","","","","","","","","","",""
"group_3898","","hypothetical protein",3,3,1,1,1049,1,789,"",347,347,347,"","","","","","","","","","","","","","",""
"group_3899","","IS66 family transposase ISEc8",3,3,1,1,1048,1,790,"",341,341,341,"","","","","","","","","","","","","","",""
"group_3901","","putative autotransporter",3,3,1,1,1045,1,793,"",1964,1964,1964,"","","","","","","","","","","","","","",""
"group_3902","","hypothetical protein",3,3,1,1,1044,1,794,"",89,89,89,"","","","","","","","","","","","","","",""
"group_3907","","hypothetical protein",3,3,1,1,892,1,809,"",746,746,746,"","","","","","","","","","","","","","",""
"traS","","Protein TraS",3,3,1,1,900,1,816,"",509,509,509,"","","","","","","","","","","","","","",""
"group_3909","","hypothetical protein",3,3,1,1,898,1,818,"",392,392,392,"","","","","","","","","","","","","","",""
"group_3910","","hypothetical protein",3,3,1,1,912,1,827,"",275,275,275,"","","","","","","","","","","","","","",""
"group_3911","flmC","Protein FlmC",3,3,1,1,945,1,856,"",212,212,212,"","","","","","","","","","","","","","",""
"group_3912","noc","Nucleoid occlusion protein",3,3,1,1,838,1,897,"",1958,1958,1958,"","","","","","","","","","","","","","",""
"group_3913","yhdJ_1","DNA adenine methyltransferase YhdJ",3,3,1,1,991,1,961,"",683,683,683,"","","","","","","","","","","","","","",""
"group_3914","","hypothetical protein",3,3,1,1,990,1,962,"",437,437,437,"","","","","","","","","","","","","","",""
"group_3915","","hypothetical protein",3,3,1,1,989,1,963,"",506,506,506,"","","","","","","","","","","","","","",""
"group_3916","","hypothetical protein",3,3,1,1,982,1,744,"",995,995,995,"","","","","","","","","","","","","","",""
"group_3917","","hypothetical protein",3,3,1,1,981,1,743,"",932,932,932,"","","","","","","","","","","","","","",""
"pifC","","Transcriptional repressor PifC",3,3,1,1,980,1,742,"",1088,1088,1088,"","","","","","","","","","","","","","",""
"group_3919","","hypothetical protein",3,3,1,1,979,1,741,"",869,869,869,"","","","","","","","","","","","","","",""
"group_3920","","hypothetical protein",3,3,1,1,978,1,740,"",1565,1565,1565,"","","","","","","","","","","","","","",""
"group_3921","","hypothetical protein",3,3,1,1,977,1,739,"",512,512,512,"","","","","","","","","","","","","","",""
"group_3922","","hypothetical protein",3,3,1,1,976,1,738,"",1133,1133,1133,"","","","","","","","","","","","","","",""
"group_3923","","hypothetical protein",3,3,1,1,975,1,737,"",389,389,389,"","","","","","","","","","","","","","",""
"group_3924","","hypothetical protein",3,3,1,1,974,1,736,"",437,437,437,"","","","","","","","","","","","","","",""
"group_3925","","hypothetical protein",3,3,1,1,973,1,735,"",485,485,485,"","","","","","","","","","","","","","",""
"group_3926","","hypothetical protein",3,3,1,1,972,1,734,"",2621,2621,2621,"","","","","","","","","","","","","","",""
"group_3927","","hypothetical protein",3,3,1,1,971,1,733,"",230,230,230,"","","","","","","","","","","","","","",""
"group_3928","","hypothetical protein",3,3,1,1,970,1,732,"",275,275,275,"","","","","","","","","","","","","","",""
"group_3929","","hypothetical protein",3,3,1,1,969,1,731,"",530,530,530,"","","","","","","","","","","","","","",""
"group_3930","","hypothetical protein",3,3,1,1,968,1,730,"",269,269,269,"","","","","","","","","","","","","","",""
"group_399","","hypothetical protein",3,3,1,1,1512,272,1,"",110,557,290,"PGKCJFEA_04104","","","","","","","","","","","","","",""
"group_405","","hypothetical protein",3,3,1,1,5549,2,69,"",476,1109,687,"","","","","","","","","","","","","","",""
"group_4059","","hypothetical protein",3,3,1,1,1187,1,1075,"",440,440,440,"","","","","","","","","","","","","","",""
"group_4075","","hypothetical protein",3,3,1,1,3360,1,346,"",482,482,482,"","","","","","","","","","","","","","",""
"group_4160","","hypothetical protein",3,3,1,1,3523,2,30,"",284,284,284,"","","","","","","","JJPGFOPI_04537","","","","","","",""
"group_4164","","hypothetical protein",3,3,1,2,1,27,2,"Investigate",329,329,329,"","","","","","","","","","","","","","",""
"group_419","rhsD","Protein RhsD",3,3,1,1,4586,1,537,"",797,4277,2788,"","","","","","","","","","","","","","",""
"group_4211","","hypothetical protein",3,3,1,9,19,227,15,"",776,776,776,"","","","","","","","","","","","","","",""
"group_4296","","hypothetical protein",3,3,1,1,3617,156,1,"",254,254,254,"","","","","","","","","","","","","","",""
"group_447","","hypothetical protein",3,3,1,1,3481,1,236,"",608,1316,877,"","","","","","","","","","","","","","",""
"group_458","","hypothetical protein",3,3,1,1,4148,354,1,"",827,5660,4049,"","","","","","","","","","","","","","",""
"group_4604","","hypothetical protein",3,3,1,1,4931,131,1,"",479,479,479,"","","","","","","","","","","","","","",""
"group_482","ynfF_1","putative dimethyl sulfoxide reductase chain YnfF",3,3,1,1,5133,68,1,"",1085,1085,1085,"","","","","","","","","","","","","","",""
"group_493","fhuE","FhuE receptor",3,3,1,1,3562,371,1,"",695,2174,1681,"","","","","","","","","","","","","","",""
"group_511","","hypothetical protein",3,3,1,1,475,1,165,"",1235,1235,1235,"","","","","","","","","","","","","","",""
"group_523","","hypothetical protein",3,3,1,1,6140,34,1,"",314,710,578,"","","","","","","","","","","","","","",""
"group_529","nhaK","Sodium, potassium, lithium and rubidium/H(+) antiporter",3,3,1,1,2076,448,1,"",629,1646,1307,"","","","","","","","","","","","","","",""
"group_559","","hypothetical protein",3,3,1,1,4384,276,1,"",629,629,629,"PGKCJFEA_03352","","","","","","","","","","","","","",""
"radD_2","","Putative DNA repair helicase RadD",3,3,1,1,5967,1,389,"",515,515,515,"","","","","","","","","","","","","","",""
"group_58","","hypothetical protein",3,3,1,1,3527,2,32,"",416,587,530,"","","","","","","","","","","","","","",""
"corA_2","","Magnesium transport protein CorA",3,3,1,1,3840,1,659,"",950,950,950,"","","","","","","","","","","","","","",""
"group_635","traD","Coupling protein TraD",3,3,1,1,3397,1,301,"",890,1529,1316,"","","","","","","","","","","","","","",""
"group_636","traD","hypothetical protein",3,3,1,1,3396,1,300,"",155,1529,759,"","","","","","","","","","","","","","",""
"umuC_3","","Protein UmuC",3,3,1,1,104,47,11,"",1019,1259,1140,"","","","","","","","","","","","","","",""
"treA_1","","Periplasmic trehalase",3,3,1,1,3613,461,1,"",272,1697,747,"","","","","","","","","","","","","","",""
"btuD_4","","Vitamin B12 import ATP-binding protein BtuD",3,3,1,1,4855,440,1,"",551,1004,853,"","","","","","","","JJPGFOPI_02258","","","","","","",""
"group_678","ansP2","L-asparagine permease 2",3,3,1,1,3594,393,1,"",458,1493,1148,"","","","","","","","","","","","","","",""
"group_692","ydfJ","hypothetical protein",3,3,1,1,5122,262,1,"",287,1379,651,"","","","","","","","","","","","","","",""
"group_696","","hypothetical protein",3,3,1,1,3580,421,1,"",245,821,629,"","","","","","","","","","","MAIOMPIG_01620","","","",""
"group_707","","putative protein",3,3,1,1,5276,282,1,"",743,3056,2285,"","","","","","ICDMIJBP_02742","","","","","","","","",""
"group_727","sbnD_2","Staphyloferrin B transporter",3,3,1,1,5507,473,1,"",425,1214,951,"","","","","","","","","","","","","","",""
"group_73","","IS1380 family transposase ISEcp1",3,3,1,1,2135,1,222,"",1262,1262,1262,"","","","","","","","","","","","","","",""
"group_77","","IS1380 family transposase ISEcp1",3,3,1,1,3492,1,233,"",947,1262,1157,"","","","","","","","","","","","","","",""
"group_777","gatY","D-tagatose-1,6-bisphosphate aldolase subunit GatY",3,3,1,1,2324,50,1,"",266,854,658,"","","","","","","","","","","","","","",""
"group_78","","IS1380 family transposase ISEcp1",3,3,1,1,3484,1,224,"",692,1262,1072,"","","","","","","","","","","","","","",""
