"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766369","SRR25097973","SRR27714941","SRR14766372","SRR14766387","SRR15146546","SRR14766349","SRR8297625","SRR14095467","SRR14766450","SRR23043674","SRR1515953","SRR9016861","SRR5905515","NDSU26"
"group_4565","","hypothetical protein",1,1,1,23,6,243,4,"",254,254,254,"","","","","","","","","","","","","","AAOLMGCP_04876",""
"group_4566","","hypothetical protein",1,1,1,23,3,243,3,"",257,257,257,"","","","","","","","","","","","","","AAOLMGCP_04877",""
"group_4567","","hypothetical protein",1,1,1,23,2,243,2,"",314,314,314,"","","","","","","","","","","","","","AAOLMGCP_04878",""
"group_4568","","hypothetical protein",1,1,1,23,1,243,1,"",980,980,980,"","","","","","","","","","","","","","AAOLMGCP_04879",""
"group_4569","","hypothetical protein",1,1,1,27,5,247,1,"",167,167,167,"","","","","","","","","","","","","","AAOLMGCP_04880",""
"group_457","","hypothetical protein",1,1,1,1,3408,1,318,"",179,179,179,"","","","","","","","","","","","","","",""
"group_4570","","hypothetical protein",1,1,1,27,3,247,3,"",1115,1115,1115,"","","","","","","","","","","","","","AAOLMGCP_04882",""
"pcoE_2","","putative copper-binding protein PcoE",1,1,1,27,2,247,4,"",434,434,434,"","","","","","","","","","","","","","AAOLMGCP_04883",""
"sasA","","Adaptive-response sensory-kinase SasA",1,1,1,27,1,247,5,"",1346,1346,1346,"","","","","","","","","","","","","","AAOLMGCP_04884",""
"group_4573","","hypothetical protein",1,1,1,1,3843,1,641,"",407,407,407,"","","","","","","","","","","","","","AAOLMGCP_04889",""
"group_4574","","hypothetical protein",1,1,1,1,3844,1,642,"",425,425,425,"","","","","","","","","","","","","","AAOLMGCP_04890",""
"group_4575","","IS5 family transposase ISKpn26",1,1,1,1,3845,1,643,"",899,899,899,"","","","","","","","","","","","","","AAOLMGCP_04891",""
"group_4576","","hypothetical protein",1,1,1,1,3846,1,644,"",149,149,149,"","","","","","","","","","","","","","AAOLMGCP_04892",""
"group_4577","umuD","Protein UmuD",1,1,1,1,3778,1,640,"",434,434,434,"","","","","","","","","","","","","","AAOLMGCP_04895",""
"group_4578","","hypothetical protein",1,1,1,29,4,249,1,"",638,638,638,"","","","","","","","","","","","","","AAOLMGCP_04896",""
"group_4579","parM","Plasmid segregation protein ParM",1,1,1,29,3,249,2,"",1037,1037,1037,"","","","","","","","","","","","","","AAOLMGCP_04897",""
"group_4580","","hypothetical protein",1,1,1,29,2,249,3,"",947,947,947,"","","","","","","","","","","","","","AAOLMGCP_04898",""
"group_4581","","hypothetical protein",1,1,1,29,1,249,4,"",836,836,836,"","","","","","","","","","","","","","AAOLMGCP_04899",""
"flmA","","Stable plasmid inheritance protein",1,1,1,28,1,245,5,"",158,158,158,"","","","","","","","","","","","","","AAOLMGCP_04909",""
"relE_3","","mRNA interferase toxin RelE",1,1,1,28,2,245,4,"",287,287,287,"","","","","","","","","","","","","","AAOLMGCP_04910",""
"relB_2","","Antitoxin RelB",1,1,1,28,5,245,3,"",239,239,239,"","","","","","","","","","","","","","AAOLMGCP_04911",""
"group_4585","","IS110 family transposase ISEsa2",1,1,1,28,4,245,2,"",1238,1238,1238,"","","","","","","","","","","","","","AAOLMGCP_04912",""
"fieF_2","","Ferrous-iron efflux pump FieF",1,1,1,28,3,245,1,"",644,644,644,"","","","","","","","","","","","","","AAOLMGCP_04913",""
"group_4587","","hypothetical protein",1,1,1,32,2,251,2,"Investigate",1046,1046,1046,"","","","","","","","","","","","","","AAOLMGCP_04914",""
"group_4588","","hypothetical protein",1,1,1,32,1,251,1,"Investigate",1415,1415,1415,"","","","","","","","","","","","","","AAOLMGCP_04915",""
"group_4589","","hypothetical protein",1,1,1,30,3,250,3,"",662,662,662,"","","","","","","","","","","","","","AAOLMGCP_04916",""
"group_4590","","hypothetical protein",1,1,1,30,2,250,2,"",1109,1109,1109,"","","","","","","","","","","","","","AAOLMGCP_04917",""
"group_4591","","hypothetical protein",1,1,1,30,1,250,1,"",644,644,644,"","","","","","","","","","","","","","AAOLMGCP_04918",""
"group_4592","","hypothetical protein",1,1,1,26,2,248,5,"",194,194,194,"","","","","","","","","","","","","","AAOLMGCP_04919",""
"group_4593","","hypothetical protein",1,1,1,26,3,248,4,"",311,311,311,"","","","","","","","","","","","","","AAOLMGCP_04920",""
"group_4594","","hypothetical protein",1,1,1,26,4,248,3,"",239,239,239,"","","","","","","","","","","","","","AAOLMGCP_04921",""
"group_4595","","hypothetical protein",1,1,1,26,5,248,2,"",1412,1412,1412,"","","","","","","","","","","","","","AAOLMGCP_04922",""
"group_4596","","hypothetical protein",1,1,1,26,1,248,1,"",329,329,329,"","","","","","","","","","","","","","AAOLMGCP_04923",""
"group_4597","","hypothetical protein",1,1,1,33,2,252,2,"Investigate",248,248,248,"","","","","","","","","","","","","","AAOLMGCP_04924",""
"group_4598","","hypothetical protein",1,1,1,33,1,252,1,"Investigate",392,392,392,"","","","","","","","","","","","","","AAOLMGCP_04925",""
"group_4599","","hypothetical protein",1,1,1,31,1,253,1,"Investigate",140,140,140,"","","","","","","","","","","","","","AAOLMGCP_04949",""
"citG_4","","2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase",1,1,1,1,4194,122,2,"",752,752,752,"","","","","","","","","","","","","","",""
"group_4603","","hypothetical protein",1,1,1,1,1514,430,1,"",2195,2195,2195,"","","","","","","","","","","","","","",""
"group_4605","eutL","Ethanolamine utilization protein EutL",1,1,1,1,3722,260,1,"",584,584,584,"","","","","","","","","","","","","","",""
"group_4606","","hypothetical protein",1,1,1,1,1060,1,36,"",131,131,131,"","","","","","","","","","","","","","",""
"group_4607","","hypothetical protein",1,1,1,1,3731,71,1,"",821,821,821,"","","","","","","","","","","","","","",""
"group_4608","","hypothetical protein",1,1,1,1,1888,545,1,"",215,215,215,"","","","","","","","","","","","","","",""
"group_4611","","hypothetical protein",1,1,1,1,2136,1,529,"",143,143,143,"","","","","","","","","","","","","","",""
"group_4613","","hypothetical protein",1,1,1,68,1,490,1,"Investigate",140,140,140,"","","","","","","","","","","","","","",""
"group_4614","","IS6 family transposase IS6100",1,1,1,1,3418,1,114,"",764,764,764,"","","","","","","","","","","","","","",""
"group_4615","","hypothetical protein",1,1,1,1,5140,484,1,"",266,266,266,"","","","","","","","","","","","","","",""
"group_4616","","hypothetical protein",1,1,1,1,3006,NA,NA,"",242,242,242,"","","","","","","","","","","","","","",""
"group_4618","","hypothetical protein",1,1,1,1,2155,NA,NA,"",158,158,158,"","","","","","","","","","","","","","",""
"group_468","manZ_3","PTS system mannose-specific EIID component",1,1,1,1,4764,NA,NA,"",314,314,314,"","","","","","","","","","","","","","",""
"group_469","manZ_3","PTS system mannose-specific EIID component",1,1,1,1,3615,111,2,"",254,254,254,"","","","","","","","","","","","","","",""
"katE_2","","Catalase HPII",1,1,1,1,5327,261,1,"",353,353,353,"","","","","","","","","","","","","","",""
"solA_1","","N-methyl-L-tryptophan oxidase",1,1,1,1,3561,466,1,"",398,398,398,"","","","","","","","","","","","","","",""
"group_50","","hypothetical protein",1,1,1,1,237,1,175,"",290,290,290,"","","","","","","","","","","","","","",""
"group_500","gatC_1","PTS system galactitol-specific EIIC component",1,1,1,1,2639,504,1,"",524,524,524,"","","","","","","","","","","","JICBPFCI_00311","","",""
"group_51","","hypothetical protein",1,1,1,1,498,1,170,"",494,494,494,"","","","","","","","","","","","","","",""
"group_514","","hypothetical protein",1,1,1,53,1,303,1,"Investigate",1130,1130,1130,"","","","","","","","","","","","","","",""
"group_52","","hypothetical protein",1,1,1,1,503,1,171,"",494,494,494,"","","","","","","","","","","","","","",""
"group_53","","hypothetical protein",1,1,1,1,500,1,174,"",554,554,554,"","","","","","","","","","","","","","",""
"group_57","","hypothetical protein",1,1,1,1,5566,2,29,"",587,587,587,"","","","","","","","","","","","","","",""
"group_570","lon_2","Lon protease",1,1,1,1,3701,499,1,"",770,770,770,"","","","","","","","","","","","","","",""
"group_572","hpcH","4-hydroxy-2-oxo-heptane-1,7-dioate aldolase",1,1,1,1,4523,459,1,"",791,791,791,"","","","","","","","","","","","","","",""
"group_573","hpcH","4-hydroxy-2-oxo-heptane-1,7-dioate aldolase",1,1,1,1,4524,470,1,"",791,791,791,"","","","","","","","","","","","","","",""
"group_575","hpcH","4-hydroxy-2-oxo-heptane-1,7-dioate aldolase",1,1,1,1,3695,508,1,"",791,791,791,"","","","","","","","","","","","","","",""
"group_577","hpcG","2-oxo-hept-4-ene-1,7-dioate hydratase",1,1,1,70,1,415,1,"Investigate",404,404,404,"","","","","","","","","","","","","","",""
"group_587","","IS110 family transposase IS4321R",1,1,1,1,1985,1,19,"",1004,1004,1004,"","","","","","","","","","","","","","",""
"group_588","","IS110 family transposase IS4321R",1,1,1,1,1984,1,18,"",1004,1004,1004,"","","","","","","","","","","","","","",""
"corA_1","","Magnesium transport protein CorA",1,1,1,1,3307,41,1,"",119,119,119,"","","","","","","","","","","","","","",""
"group_60","","hypothetical protein",1,1,1,1,5567,2,114,"",587,587,587,"","","","","","","","","","","","","","",""
"group_604","","hypothetical protein",1,1,1,1,1145,1,1035,"",161,161,161,"","","","","","","","","","","","","","",""
"group_607","","hypothetical protein",1,1,1,1,1091,1,46,"",515,515,515,"","","","","","","","","","","","","","",""
"group_611","","hypothetical protein",1,1,1,1,1117,1,42,"",776,776,776,"","","","","","","","","","","","","","",""
"group_618","","hypothetical protein",1,1,1,1,3349,1,382,"",248,248,248,"","","","","","","","","","","","","","",""
"group_62","","hypothetical protein",1,1,1,1,5563,2,107,"",587,587,587,"","","","","","","","","","","","","","",""
"group_640","umuC_2","Protein UmuC",1,1,1,1,95,47,10,"",230,230,230,"","","","","","","","","","","","","","",""
"htpX_1","","Protease HtpX",1,1,1,1,4752,513,1,"",605,605,605,"","","","","","","","","","","","","","",""
"group_6508","oadB_2","Oxaloacetate decarboxylase beta chain",1,1,1,1,4192,469,1,"",146,146,146,"","","","","","","","","","","","","","",""
"group_66","","hypothetical protein",1,1,1,1,3348,1,381,"",383,383,383,"","","","","","","","","","","","","","",""
"group_6646","","IS3 family transposase ISSty2",1,1,1,76,1,525,1,"Investigate",299,299,299,"","","","","","","","","","","","","","",""
"group_669","gatB_2","PTS system galactitol-specific EIIB component",1,1,1,1,5002,446,1,"",281,281,281,"","","","","","","","","","","","","","",""
"group_67","","hypothetical protein",1,1,1,1,3347,1,383,"",383,383,383,"","","","","","","","","","","","","","",""
"group_670","gatB_2","PTS system galactitol-specific EIIB component",1,1,1,1,3600,375,1,"",281,281,281,"","","","","","","","","","","","","","",""
"group_674","rlhA_2","23S rRNA 5-hydroxycytidine synthase",1,1,1,1,3596,481,1,"",419,419,419,"","","","","","","","","","","","","","",""
"bdm_1","","Protein bdm",1,1,1,1,3588,423,1,"",110,110,110,"","","","","","","","","","","","","","",""
"group_69","","IS1380 family transposase ISEcp1",1,1,1,1,3346,1,234,"",1262,1262,1262,"","","","","","","","","","","","","","",""
"group_70","","IS1380 family transposase ISEcp1",1,1,1,1,2140,1,528,"",1262,1262,1262,"","","","","","","","","","","","","","",""
"selD_2","","Selenide, water dikinase",1,1,1,1,5350,442,1,"",308,308,308,"","","","","","","","","","","","","","",""
"group_718","","hypothetical protein",1,1,1,1,5394,467,1,"",305,305,305,"","","","","","","","","","","","","","",""
"group_72","","IS1380 family transposase ISEcp1",1,1,1,1,2139,1,225,"",1262,1262,1262,"","","","","","","","","","","","","","",""
"roxA_2","","50S ribosomal protein L16 3-hydroxylase",1,1,1,1,3566,500,2,"",383,383,383,"","","","","","","","","","","","","","",""
"ghrA_1","","Glyoxylate/hydroxypyruvate reductase A",1,1,1,1,3559,2,39,"",218,218,218,"","","","","","","","","","","","","","",""
"group_739","","hypothetical protein",1,1,1,1,3046,519,1,"",341,341,341,"","","","","","","","","","","","","","",""
"group_742","norV_2","Anaerobic nitric oxide reductase flavorubredoxin",1,1,1,1,3168,399,1,"",371,371,371,"","","","","","","","","","","","","","",""
"rcnR_2","","Transcriptional repressor RcnR",1,1,1,27,4,247,2,"",272,272,272,"","","","","","","","","","","","","","AAOLMGCP_04881",""
"group_76","","hypothetical protein",1,1,1,1,3475,1,373,"",281,281,281,"","","","","","","","","","","","","","",""
"dsbC_1","","Thiol:disulfide interchange protein DsbC",1,1,1,1,2309,81,1,"",320,320,320,"","","","","","","","","","","","","","",""
"group_771","dlsT_1","Serine transporter",1,1,1,1,2323,523,1,"",176,176,176,"","","","","","","","","","","","","","",""
"group_772","dlsT_1","Serine transporter",1,1,1,1,2322,532,1,"",176,176,176,"","","","","","","","","","","","","","",""
"group_773","dlsT_1","Serine transporter",1,1,1,1,2321,471,1,"",176,176,176,"","","","","","","","","","","","","","",""
"group_774","dlsT_2","Serine transporter",1,1,1,1,2320,NA,NA,"",176,176,176,"","","","","","","","","","","","","","",""
"zapE_2","","Cell division protein ZapE",1,1,1,1,2547,362,1,"",377,377,377,"","","","","","","","","","","","","","",""
"zapE_1","","Cell division protein ZapE",1,1,1,1,2548,308,1,"",377,377,377,"","","","","","","","","","","","","","",""
"group_79","","IS1380 family transposase ISEcp1",1,1,1,1,6186,1,393,"",1262,1262,1262,"","","","","","","","","","","","","","",""
"group_8","","Type IV secretion system protein virB10",1,1,1,1,1210,322,1,"",386,386,386,"","","","","","","","","","","","","","",""
"group_802","leuC","3-isopropylmalate dehydratase large subunit",1,1,1,1,191,453,1,"",332,332,332,"","","","","","","","","","","","","","",""
"group_811","panE_2","2-dehydropantoate 2-reductase",1,1,1,1,228,1,1003,"",362,362,362,"","","","","","","","","","","","","","",""
"group_812","panE_1","2-dehydropantoate 2-reductase",1,1,1,1,197,1,1002,"",362,362,362,"","","","","","","","","","","","","","",""
"group_814","panE_2","2-dehydropantoate 2-reductase",1,1,1,1,229,1,588,"",362,362,362,"","","","","","","","","","","","","","",""
"group_817","","IS1 family transposase IS1X2",1,1,1,11,7,229,11,"",293,293,293,"","","","","","","","","","","","","","",""
"group_82","ampC","Beta-lactamase",1,1,1,77,1,462,1,"Investigate",1145,1145,1145,"","","","","","","","","","","","","","",""
"cof_1","","HMP-PP phosphatase",1,1,1,1,644,428,1,"",287,287,287,"","","","","","","","","","","","","","",""
"cstA_1","","Peptide transporter CstA",1,1,1,1,244,517,1,"",392,392,392,"","","","","","","","","","","","","","",""
"citF_3","","Citrate lyase alpha chain",1,1,1,1,378,537,1,"",149,149,149,"","","","","","","","","","","","","","",""
"yjjV_1","","putative metal-dependent hydrolase YjjV",1,1,1,1,85,493,1,"",173,173,173,"","","","","","","","","","","","","","",""
"treB_2","","PTS system trehalose-specific EIIBC component",1,1,1,1,1989,543,1,"",581,581,581,"","","","","","","","","","","","","","",""
"group_86","","hypothetical protein",1,1,1,1,432,10,3,"",452,452,452,"","","","","","","","","","","","","","",""
"group_879","aceB_2","Malate synthase A",1,1,1,1,2002,30,2,"",203,203,203,"","","","","","","","","","","","","","",""
"aceB_2","","Malate synthase A",1,1,1,1,2005,30,3,"",203,203,203,"","","","","","","","","","","","","","",""
"yidE_2","","Putative transport protein YidE",1,1,1,1,1354,527,1,"",464,464,464,"","","","","","","","","","","","","","",""
"emrD_2","","Multidrug resistance protein D",1,1,1,1,1353,388,1,"",542,542,542,"","","","","","","","","","","","","","",""
"group_895","","hypothetical protein",1,1,1,1,1496,349,1,"",323,323,323,"","","","","","","","","","","","","","",""
"yiaO_1","","2,3-diketo-L-gulonate-binding periplasmic protein YiaO",1,1,1,1,1847,520,1,"",272,272,272,"","","","","","","","","","","","","","",""
"group_909","","hypothetical protein",1,1,1,1,1793,477,1,"",404,404,404,"","","","","","","","","","","","","","",""
"yhjJ_2","","Protein YhjJ",1,1,1,1,1509,489,1,"",635,635,635,"","","","","","","","","","","","","","",""
"yhjD_1","","Inner membrane protein YhjD",1,1,1,1,1510,175,1,"",245,245,245,"","NGHFEAKD_01040","","","","","","","","","","","","",""
"group_921","","hypothetical protein",1,1,1,1,1511,498,1,"",239,239,239,"","","","","","","","","","","","","","",""
"group_924","rpe_1","Ribulose-phosphate 3-epimerase",1,1,1,1,1641,530,1,"",470,470,470,"","","","","","","","","","","","","","",""
"rcsD_1","","Phosphotransferase RcsD",1,1,1,1,3749,335,1,"",134,134,134,"","","","","","","","","","","","","","",""
"rlmD_2","","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD",1,1,1,1,2301,1,501,"",1169,1169,1169,"","","","","","","","","","","","","","",""
"ppk_2","","Polyphosphate kinase",1,1,1,1,2141,1,403,"",617,617,617,"","","","","","","","","","","","","","",""
"group_967","ybiV_2","Sugar phosphatase YbiV",1,1,1,1,2142,1,402,"",371,371,371,"","","","","","","","","","","","","","",""
"group_974","","hypothetical protein",1,1,1,1,4236,529,1,"",296,296,296,"","","","","","","","","","","","","","",""
